,DBR,AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,NDB,SANPAO,SANTNDR,SEB,SOCGEN,UBS,UCBAG,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA
2016-07-20,12.2605,73.2298,114.9608,77.5647,74.4493,116.5499,140.3917,210.6689,79.1186,147.2068,96.7522,80.89900000000002,62.2278,60.43810000000001,119.2603,133.9334,142.4496,65.5601,75.1902,65.2967,100.9947,71.39219999999999,77.1818,121.3085,91.24810000000001,57.8627,89.5932,108.622,83.05019999999999,74.2084
2016-07-21,11.6348,72.6007,109.3183,74.54220000000001,73.24690000000001,111.896,134.2458,204.2977,79.1246,143.0455,96.28760000000001,76.923,62.0366,60.43930000000001,119.2813,127.4367,136.1705,63.89850000000001,71.7941,62.3923,100.9445,71.3549,76.18459999999999,121.3116,90.2771,57.4619,89.6969,108.6197,83.0462,74.601
2016-07-22,11.2447,70.3968,112.1834,76.01599999999999,71.7792,112.5827,135.3528,202.8566,79.11789999999999,142.7503,95.3132,79.413,61.9333,60.4352,119.2596,129.3164,138.6505,62.9938,74.12339999999999,63.69820000000001,100.9218,71.3725,76.1022,121.3121,89.98259999999999,57.00430000000001,89.79209999999999,78.9621,82.41099999999999,75.0416
2016-07-25,10.6227,69.686,113.9663,76.2773,71.29769999999999,113.5747,134.2293,201.7691,79.1466,143.1147,95.64649999999999,80.6543,61.9471,60.4832,119.2827,133.4902,140.2195,63.89850000000001,74.4504,64.31909999999999,102.7486,71.10059999999999,75.97540000000001,121.3377,91.83099999999999,56.6692,90.17699999999999,108.6914,82.45989999999999,75.0602
2016-07-26,10.8593,69.43509999999999,119.0638,79.2584,71.8788,120.2197,138.3209,209.076,79.1271,143.3675,97.392,84.1268,58.7026,60.44159999999999,119.2817,139.3464,147.2273,64.23070000000001,77.0837,66.2041,103.0609,71.536,77.0837,115.7315,93.1941,58.25510000000001,91.87610000000001,108.6077,83.5567,76.31469999999999
2016-07-27,10.8337,70.0075,117.8328,77.85889999999999,72.5653,118.472,136.8424,210.0828,79.12010000000001,143.6115,97.2665,83.6272,59.68410000000001,57.4315,119.2616,134.6932,142.092,63.56460000000001,75.0907,66.8212,103.123,73.3155,78.4932,112.684,92.48660000000001,59.2497,92.5772,108.6305,82.29039999999999,76.24
2016-07-28,10.7172,70.9572,115.8523,76.268,71.7787,118.2352,134.4866,210.0924,79.12270000000001,143.1697,96.3993,82.33460000000001,70.0321,58.2059,119.2605,130.6391,140.8854,63.2343,74.5908,65.6721,104.1764,71.102,79.9651,114.0575,94.036,60.4544,94.1808,108.6444,82.78229999999999,74.2554
2016-07-29,10.71,70.2016,115.3645,76.6734,71.9354,118.4302,134.7347,209.7932,79.1194,142.2088,96.9443,83.3835,57.8396,58.3739,119.2593,127.7797,138.262,63.35580000000001,74.5962,65.7122,103.1353,73.30630000000001,79.8629,114.1387,96.20190000000001,60.2475,94.5506,108.742,81.98880000000001,72.75580000000001
2016-08-01,11.0966,70.2885,115.24,75.4307,71.5682,119.0712,134.1359,205.9842,79.1506,142.4671,91.9469,81.767,57.1877,58.71580000000001,119.2803,124.1404,135.2545,63.4171,73.8438,64.6901,103.339,73.1644,81.2593,114.1771,96.9474,62.15110000000001,96.43469999999999,108.8533,79.8219,73.3552
2016-08-02,11.196,68.9623,118.999,77.3656,70.7355,124.2694,137.7237,210.5516,79.12060000000001,143.1019,97.3933,85.3662,64.0999,58.01650000000001,116.7949,129.4462,138.7532,63.876,76.2841,67.17790000000001,98.2688,73.0208,82.6485,114.1216,98.7186,63.3469,98.1052,108.7188,78.2235,72.0511
2016-08-03,11.1401,70.8425,113.3923,76.4631,71.98519999999999,125.2651,137.2388,212.551,79.11449999999999,144.2962,95.90370000000001,84.1175,65.75880000000001,55.3099,117.7798,129.9537,141.0846,64.00359999999999,75.3806,66.922,100.0096,75.2942,85.2298,114.1292,102.3743,65.1393,100.418,108.7316,77.3991,72.0587
2016-08-04,10.9083,71.4717,101.4888,74.5511,72.2736,122.1992,133.0218,206.6387,79.1191,144.7955,94.03450000000001,78.1541,60.8658,53.2736,118.5241,124.7232,134.8188,63.8953,72.60059999999999,65.0793,101.1291,76.64179999999999,83.14399999999999,114.1344,101.1911,63.57459999999999,99.2989,108.7393,79.77089999999998,74.47
2016-08-05,10.6634,70.03200000000001,99.00789999999999,74.054,70.9174,122.5448,132.1081,204.8211,79.1234,143.9555,93.5944,76.834,59.1643,53.11660000000001,118.5244,123.1191,133.7379,63.51609999999999,72.8276,63.5431,101.5699,76.6635,80.6594,114.1427,102.0026,62.4507,99.02120000000001,108.7512,77.7956,71.9343
2016-08-08,10.7438,69.56649999999999,97.2725,73.0715,70.8997,118.5374,130.2869,199.5906,79.146,142.1722,83.8376,74.52069999999999,58.3394,52.5745,116.0817,120.3781,129.0273,63.33639999999999,70.7245,62.88120000000001,101.5279,76.6717,79.3646,114.1296,99.2576,61.1456,96.8432,108.7696,77.5014,72.51429999999999
2016-08-09,10.7422,67.8959,96.858,71.69539999999999,69.66629999999999,119.4447,129.547,200.706,77.47269999999999,137.3369,83.1764,74.8472,57.392,56.0676,113.5915,120.8817,128.4014,62.5664,70.59,63.0556,101.3343,81.1891,79.41689999999998,114.1309,98.8849,61.41530000000001,96.7512,108.733,75.0336,70.2637
2016-08-10,10.8521,68.6408,93.4681,72.1129,69.49099999999999,118.9129,129.8886,200.5911,77.47460000000001,133.2162,82.6059,72.6993,56.93229999999999,56.96020000000001,113.592,120.6679,127.4635,62.8967,70.5181,63.208,101.1884,70.39189999999999,78.5721,114.1472,98.50410000000001,60.55160000000001,95.7912,108.757,75.7067,70.452
2016-08-11,11.0886,68.3106,90.8206,70.3005,69.8632,116.9508,127.1899,198.0315,77.4761,132.1929,80.70439999999999,73.5266,56.2116,57.1861,113.5933,119.5809,123.5201,63.22859999999999,69.4218,62.31630000000001,101.1727,70.4062,78.07509999999999,114.1497,98.2718,60.15279999999999,93.89160000000001,108.7584,76.1436,71.5729
2016-08-12,10.6626,68.96789999999999,89.08610000000002,70.4611,70.105,115.6146,127.1941,197.2851,77.4706,130.7072,80.6166,69.7387,55.84450000000001,57.2304,113.5934,117.6847,121.041,63.24759999999999,69.7287,62.0563,101.1506,68.71079999999999,77.6755,114.1166,97.31649999999999,60.5533,93.76060000000001,108.7095,75.5707,71.5677
2016-08-15,10.4077,68.9842,88.426,70.3818,70.2136,114.6208,127.1878,196.2431,77.4995,129.8479,80.314,69.4727,55.6843,57.28289999999999,113.6136,117.8938,121.4455,63.2466,68.93050000000001,62.04770000000001,101.227,78.33120000000001,77.17699999999999,114.1758,97.0061,60.4174,93.4782,108.8541,75.7807,70.7577
2016-08-16,10.0174,68.30330000000001,87.2426,69.0356,70.0868,113.8789,124.8224,195.6026,77.4679,129.781,78.1235,69.2265,55.56110000000001,57.24060000000001,113.5937,115.5292,121.0811,62.56939999999999,68.0971,61.01460000000001,100.99,78.22279999999999,77.6752,114.1261,95.95100000000001,61.00409999999999,93.8096,108.7311,74.2849,69.7748
2016-08-17,10.0675,68.30330000000001,90.33200000000001,71.35000000000001,70.0877,116.5631,126.5425,199.6293,77.46839999999999,129.5433,78.41290000000001,70.57100000000001,55.5111,57.241,113.595,119.9814,123.7051,62.8957,70.21969999999999,62.3881,98.54260000000001,77.73030000000001,76.7822,114.123,95.706,60.75200000000001,93.4628,108.7289,76.08120000000001,71.11229999999999
2016-08-18,10.0775,68.30460000000001,91.0686,72.44239999999999,71.75059999999999,118.1669,127.8816,204.8109,77.47030000000001,130.0767,78.4537,71.20890000000001,55.4893,57.24360000000001,113.5948,122.1023,124.8632,63.2267,71.7063,63.6878,98.1735,67.3203,76.01639999999999,114.1301,96.0975,60.2474,92.48610000000001,108.7405,75.1474,68.7744
2016-08-19,10.422,68.3056,93.4266,74.6826,71.9534,120.5051,129.1688,211.3756,77.4718,130.1855,79.5404,73.8618,55.4815,57.2491,113.5948,126.5146,127.6546,63.2252,73.7969,63.9865,101.3113,67.348,75.44239999999999,114.1394,94.76149999999998,61.04820000000001,91.5818,108.7562,73.8715,70.187
2016-08-22,10.3273,68.31869999999999,94.0469,75.0324,72.6093,121.8044,129.1945,216.536,77.49669999999999,130.1969,80.0705,72.8934,55.9917,57.2811,113.6146,130.7881,129.3884,63.5568,74.19,64.9432,101.8828,67.3384,75.3893,114.1434,92.6314,60.4495,90.88519999999998,108.8028,73.22659999999999,69.8523
2016-08-23,10.3506,69.6284,94.2446,73.3864,73.2486,121.2282,128.5759,216.5011,77.4176,130.2147,80.2293,71.5398,56.2124,57.1732,113.645,129.9135,128.0332,63.5649,72.2992,64.08930000000001,101.9603,67.342,74.7971,114.1389,93.11019999999999,59.6233,89.6956,108.7544,75.9503,67.8249
2016-08-24,10.1188,69.627,90.8127,71.3162,73.0402,119.7283,125.1538,216.1208,77.47030000000001,130.2088,78.8458,70.3623,55.8422,57.24510000000001,113.5957,131.3467,126.3104,63.43460000000001,70.905,63.4338,101.9333,75.121,74.27470000000001,114.1325,91.6497,58.9133,88.5192,108.743,75.6188,68.9121
2016-08-25,10.7393,69.62559999999999,92.2607,72.3869,72.4856,119.8273,125.722,216.9675,77.4686,130.2127,78.25500000000001,71.06089999999999,55.6536,57.2235,113.5957,135.0918,126.1855,63.36190000000001,71.70880000000001,63.96579999999999,101.9273,74.6298,74.9956,114.1319,91.7554,59.4973,89.19959999999999,108.7441,71.9117,67.85140000000001
2016-08-26,11.0571,68.9636,91.7309,71.99610000000001,72.39599999999999,119.4322,124.4951,216.8236,77.46809999999999,130.2102,78.5345,71.0245,55.5587,57.2334,113.5952,134.5954,125.6918,62.5582,71.372,64.01480000000001,100.5859,74.61280000000001,74.6957,114.1194,92.4654,59.081,88.9763,108.7251,71.573,68.6767
2016-08-29,11.1787,68.3202,91.65769999999999,72.13,71.8635,118.7234,125.4412,216.5723,77.5284,130.4104,75.6077,69.8911,55.54049999999999,57.28830000000001,113.6244,134.9421,126.0639,63.1992,71.50949999999999,63.1161,100.6866,74.6721,74.93809999999999,114.1417,91.09630000000001,59.14980000000001,88.6036,108.7986,71.57239999999999,67.88680000000001
2016-08-30,11.4159,68.3284,90.4505,70.8584,71.7147,117.3499,123.6633,215.8783,77.50779999999999,130.2134,77.6166,68.71209999999999,55.4945,57.2651,113.5944,130.1617,124.5796,61.356,70.0029,63.3661,101.3701,74.64850000000001,75.0781,114.2465,91.17200000000001,59.4182,88.2317,108.7648,71.6539,67.8327
2016-08-31,10.659,67.972,90.40549999999999,70.7996,71.8965,116.7143,123.6849,213.9641,77.4721,129.4024,76.5335,69.2419,54.9888,56.6598,113.5972,128.3951,123.3455,61.61749999999999,69.9165,62.71439999999999,101.3936,65.5661,75.02690000000001,114.279,92.24960000000002,57.9229,88.6037,108.7464,72.136,68.02640000000001
2016-09-01,10.5412,67.9698,87.8531,68.9123,71.7692,116.361,122.3953,213.665,77.46929999999999,127.3658,75.61670000000001,66.07119999999999,54.4871,57.2506,113.5972,126.0349,121.7434,61.6191,68.8023,62.22450000000001,100.3681,65.9351,75.2904,114.3428,92.81970000000001,59.15049999999999,89.34320000000001,108.7935,71.249,67.21000000000001
2016-09-02,10.4332,67.63950000000001,84.52029999999999,68.21480000000001,71.2156,113.4495,120.0313,210.4534,77.4689,126.9217,74.3072,63.2754,54.23820000000001,57.49139999999999,113.5944,121.7613,118.9795,60.4233,67.8702,60.1042,100.1014,65.9559,75.023,114.6246,93.0199,58.9986,89.59230000000001,108.8147,72.2525,67.1471
2016-09-05,10.4202,67.6537,83.1385,67.38369999999999,68.6362,111.9776,119.9996,205.4116,77.4977,126.4991,73.394,63.0262,54.13089999999999,57.3458,113.6187,119.4171,115.8179,60.068,67.2279,58.2321,96.70909999999999,65.99780000000001,75.1773,114.6735,92.1768,58.6198,88.5652,108.8938,71.2253,66.5925
2016-09-06,10.1615,67.6636,81.64849999999998,66.2255,68.1825,110.4875,116.6041,200.0343,77.4691,124.3834,68.5719,62.78330000000001,53.5509,57.2797,113.5997,118.3677,113.8368,60.06779999999999,66.6498,57.3729,94.4126,65.9416,74.6928,114.6549,92.2957,58.2554,88.1027,108.8977,72.0439,68.3414
2016-09-07,10.6507,66.9785,81.15239999999999,66.14410000000001,67.84049999999999,108.3261,116.6961,193.0096,77.4724,123.1745,67.5977,60.7912,52.0453,57.50489999999999,113.5989,119.8479,113.1829,59.0867,66.4889,57.0761,93.3106,68.2492,74.2892,114.6803,91.1595,58.14910000000001,87.85640000000001,108.9358,71.1884,67.1279
2016-09-08,10.6951,66.9755,81.73230000000001,67.1239,66.9704,108.794,116.0065,192.4396,77.4702,119.67,67.0214,62.29260000000001,51.286,57.31030000000001,113.6005,124.5247,114.6986,58.1776,67.17790000000001,56.8308,93.02990000000001,65.0768,74.38860000000001,114.6565,91.4157,58.2485,87.732,108.8928,71.24669999999999,67.9702
2016-09-09,10.8464,66.3056,85.4224,68.5176,67.6894,111.9676,118.7524,195.2977,77.4606,118.017,67.6202,64.9357,50.8922,54.0607,113.6028,130.0237,117.9082,59.41069999999999,68.4815,57.9126,92.56439999999999,65.02839999999999,75.5618,114.6397,90.02390000000001,58.88019999999999,87.6149,64.3433,69.24910000000001,65.50280000000001
2016-09-12,10.8705,67.6447,88.22109999999999,70.4159,69.8886,113.9228,122.8818,196.6828,77.48849999999999,118.2308,70.2306,66.937,52.1579,53.60590000000001,113.6305,134.3472,122.526,59.04519999999999,70.5002,59.7987,93.032,65.1132,77.2996,114.675,93.5628,61.0446,92.0055,64.40360000000001,66.2577,65.684
2016-09-13,10.7849,68.29220000000001,85.77960000000002,69.4905,69.85040000000001,112.6967,119.9493,191.9941,77.46300000000001,118.4131,69.7026,66.1367,52.9094,54.58690000000001,113.6398,132.1949,120.5912,58.83959999999999,69.0342,59.36559999999999,94.2633,65.15299999999999,78.2567,114.6799,94.1572,60.7419,91.842,64.3948,65.02130000000001,64.86689999999999
2016-09-14,11.0062,68.2878,87.1655,70.00120000000001,69.9693,114.0776,122.7834,194.3099,77.4598,115.3923,71.53920000000001,67.10820000000001,53.6667,54.185,113.609,134.0429,124.6028,58.5765,69.3164,60.307,95.843,71.6741,78.0012,114.6511,94.0985,60.65240000000001,92.3237,66.5284,60.5039,65.6527
2016-09-15,11.119,67.9602,85.8612,69.4026,69.8755,113.8709,123.1294,194.0402,77.46310000000001,114.9788,74.92129999999999,67.109,53.5635,54.10510000000001,113.6082,132.3005,123.556,57.90339999999999,69.2191,60.0986,96.561,69.5637,78.0713,114.671,93.5596,61.4402,92.8784,66.7601,62.55529999999999,65.6599
2016-09-16,11.0095,67.95909999999999,88.59429999999999,71.2009,70.32499999999999,116.51,126.3554,210.5918,77.4609,115.6749,73.7418,67.9789,53.51000000000001,54.88509999999999,113.6061,135.9216,125.6924,58.73200000000001,70.8803,62.1202,96.5002,69.0524,78.96600000000001,114.6626,95.3121,61.6417,93.4471,65.5479,62.30519999999999,65.6549
2016-09-19,11.1417,67.9786,87.92960000000001,69.8104,72.5923,115.5994,125.4034,213.1874,77.4945,117.0378,75.8287,66.88969999999999,54.0045,54.87560000000001,113.6274,133.448,122.0783,57.67719999999999,69.63510000000001,61.6088,96.94650000000001,69.0844,77.1735,114.6789,93.7429,60.86819999999999,91.57679999999999,66.16460000000001,62.45900000000001,65.5588
2016-09-20,11.8136,71.0434,93.39699999999999,74.62329999999999,77.3868,124.0683,132.6754,235.759,75.7999,128.9691,79.30279999999999,70.6162,70.9087,58.2093,114.2317,143.5858,128.6193,62.1444,74.6723,66.6029,101.8705,81.6742,80.19989999999999,109.6092,97.1735,62.01380000000001,94.9908,72.8922,68.8612,69.6352
2016-09-21,12.1656,70.7591,93.6898,74.2111,76.02300000000001,123.164,133.6424,234.4266,77.1558,129.5869,78.9905,70.38230000000001,67.6594,54.8639,114.2167,146.7962,131.4008,60.7028,73.81219999999999,68.2228,98.2854,77.1716,81.1849,105.3954,97.4478,62.58320000000001,94.4854,74.8848,66.17960000000001,67.06309999999999
2016-09-22,11.9382,70.7555,90.6913,70.15549999999999,74.73310000000001,118.5066,130.2667,224.7164,77.1493,133.1069,76.25319999999999,68.022,67.5644,56.0333,113.5827,141.5162,127.5923,61.1074,69.7537,66.3321,97.60009999999998,77.3647,78.6402,107.433,95.08670000000001,60.8916,91.4765,74.1177,66.59779999999999,66.6211
2016-09-23,11.9229,70.7602,92.4347,70.8036,74.7187,120.8985,133.3564,228.9818,77.1589,128.2461,77.6694,68.9982,67.0577,56.787,113.5881,144.6728,131.813,61.1099,70.4128,67.7655,97.6124,72.80680000000001,77.9011,102.9677,95.1666,60.2712,90.8121,72.53940000000001,66.003,66.6228
2016-09-26,13.1839,70.7709,98.1036,74.0522,75.8335,128.559,135.6422,249.9131,77.1769,128.2881,77.1865,73.2441,67.3155,58.5468,113.6019,148.5578,134.2185,62.43339999999999,72.88550000000001,71.2065,97.1818,72.8773,79.56090000000002,102.9951,96.16990000000001,62.48390000000001,92.80180000000001,70.5313,64.7598,67.8822
2016-09-27,13.1943,71.0886,102.2261,76.95060000000001,77.57390000000001,133.4664,140.9815,252.0994,76.7603,126.5675,81.36070000000001,75.2214,68.0257,58.38399999999999,113.3862,150.751,138.0134,65.935,74.709,73.9269,97.4666,72.8095,81.6138,102.6732,98.01570000000001,63.284,94.69669999999999,71.2521,64.8922,67.68950000000001
2016-09-28,13.1696,72.0821,100.0049,75.8325,79.3906,134.342,139.5138,235.2114,77.1517,126.0183,83.78999999999999,75.5845,68.64489999999999,59.2174,113.5803,148.3934,134.7844,65.9129,74.4191,73.10210000000001,97.5808,77.9601,81.541,102.4278,98.7698,63.48160000000001,94.92179999999999,70.61229999999999,64.9527,68.1743
2016-09-29,13.8845,72.0793,100.3299,76.3528,78.0917,129.6566,140.8298,231.2505,77.1699,125.4853,83.2651,74.8672,69.5535,59.4979,113.5803,145.5387,133.8335,66.78080000000001,75.3483,74.4383,97.597,74.6917,82.3908,102.4557,98.8856,63.9679,95.14730000000002,69.6693,64.7621,68.0479
2016-09-30,14.5973,72.076,104.2876,79.6773,79.0072,135.1479,145.5217,237.3652,77.1674,129.2081,85.32740000000001,78.3707,69.18950000000001,59.5824,113.5822,148.9678,138.0281,66.985,80.0853,77.14959999999999,97.5946,77.83109999999999,88.48719999999999,102.2539,106.1812,69.0005,102.7254,70.00529999999999,64.3498,67.8433
2016-10-03,14.8338,73.0837,101.8148,78.7483,78.4964,131.3131,142.7901,233.8576,77.19369999999999,125.5174,84.4845,78.21959999999999,71.82039999999999,58.9978,113.6004,147.0255,135.0831,66.3963,78.29020000000001,76.1862,97.1801,77.2594,86.08879999999999,101.369,102.0762,66.8079,97.5932,68.1865,64.6396,70.27590000000001
2016-10-04,14.5803,73.0675,104.9483,78.18109999999999,78.45090000000002,132.4425,142.4987,231.8098,77.167,128.7926,85.1601,79.38529999999999,69.6236,58.7325,113.5825,145.906,135.8101,65.6151,77.84570000000001,75.36659999999999,97.46430000000001,77.2258,85.0117,102.4295,102.0235,66.7823,97.7044,68.1953,64.6198,71.3127
2016-10-05,13.9393,73.0656,103.8771,77.521,77.2019,130.3153,140.7934,226.4916,77.167,130.1248,86.65320000000001,78.5119,69.4976,59.0036,113.3845,144.7196,132.9386,65.6607,76.8679,73.6895,97.5738,77.15729999999999,84.3806,101.349,99.2614,66.31330000000001,96.7629,70.5074,64.6139,70.64439999999999
2016-10-06,14.1092,73.06400000000001,101.0726,75.9485,76.0432,127.9263,139.6359,218.9669,77.16290000000001,128.1814,86.5218,76.9941,70.1662,57.8484,113.5815,140.5344,128.8509,65.81809999999999,74.7983,72.63010000000001,97.58539999999999,76.1066,83.6646,102.4431,97.9647,65.63570000000001,95.501,70.5137,64.6168,70.65740000000001
2016-10-07,14.4948,72.0738,103.0682,75.3287,76.2423,128.3527,139.9951,216.3524,77.1661,127.9771,84.9912,78.1258,68.7041,58.02459999999999,113.5853,140.2883,128.1052,65.74990000000001,73.3265,72.4589,97.8014,75.87039999999999,80.8511,101.8988,97.09199999999998,63.3224,93.2787,70.514,63.17459999999999,67.37729999999999
2016-10-10,13.4947,72.0872,103.8463,74.00949999999999,75.8202,128.5514,139.9229,218.6793,77.19359999999999,127.0304,85.2637,78.51119999999999,68.1561,58.1082,113.6058,140.4763,129.0731,65.879,71.48780000000001,71.94279999999999,98.0731,75.43339999999999,81.3214,101.724,96.3475,63.68859999999999,93.26620000000001,70.60929999999999,64.34060000000001,68.61880000000001
2016-10-11,13.216,72.0697,104.8497,73.2696,75.8753,127.6205,140.1201,215.5673,77.162,127.5688,86.3456,81.0741,67.9435,58.07559999999999,113.5851,139.8631,128.5989,65.85640000000001,70.7409,72.3082,98.0927,75.348,80.7049,101.5891,95.5958,63.1648,92.6983,70.5265,62.8008,67.3394
2016-10-12,13.2229,72.0737,105.2021,72.5016,75.7719,127.511,139.6876,213.1853,77.1671,126.5581,89.4928,80.2986,67.8693,58.0852,113.5866,139.373,128.0255,65.8671,69.59060000000001,71.6847,98.1682,74.6617,80.8099,101.6752,95.5954,62.93729999999999,92.585,70.50309999999999,63.46469999999999,66.7011
2016-10-13,13.2456,72.0715,108.1636,72.6777,75.6208,129.1147,140.8855,217.5841,77.1661,126.2268,89.205,83.07639999999999,67.7012,58.0854,113.5864,140.4697,128.7314,66.2572,70.83739999999999,74.2882,97.5943,74.70479999999999,81.6882,102.1591,95.4168,62.98390000000001,92.0864,70.5337,63.4645,66.7852
2016-10-14,12.8495,72.07319999999999,106.194,72.1742,75.529,127.8537,138.8772,218.0791,77.1687,126.8376,89.9817,81.6258,68.6082,58.0893,113.5884,139.2537,128.1243,66.3433,69.5062,72.7608,97.45620000000001,74.7226,80.00880000000001,102.2115,93.8997,61.84610000000001,91.13390000000001,70.5463,63.499,67.1256
2016-10-17,12.989,71.9351,105.7703,71.0428,74.9687,127.3194,138.7461,223.8281,76.9517,125.9342,88.59499999999998,81.2288,67.8884,57.6756,113.5158,136.6841,126.4199,65.911,68.997,72.0459,96.74289999999999,73.50800000000001,78.0253,102.2452,91.86609999999999,62.3962,89.39,65.30990000000001,64.12570000000001,67.3169
2016-10-18,11.9393,71.7419,105.3261,71.9138,75.0212,125.9923,137.5241,224.6883,77.1661,126.2031,86.8199,79.75189999999999,67.7485,58.0873,113.5862,134.8922,127.0966,65.2037,69.0057,68.4045,96.4078,72.65360000000001,77.4628,102.2377,90.0546,60.97040000000001,88.17540000000001,65.2754,64.35210000000001,67.4712
2016-10-19,10.771,71.7426,102.6885,71.6796,74.897,124.2289,135.0713,222.6998,77.1675,126.6118,87.17020000000001,76.3661,67.2932,57.9906,113.5872,132.1222,125.7875,65.10289999999999,68.0121,68.2602,96.2317,72.3963,77.0522,102.2336,89.6463,60.6743,86.8501,65.27159999999999,63.4611,67.3295
2016-10-20,10.655,71.7413,101.4239,70.46140000000001,73.7827,122.9211,131.8458,215.6483,77.1675,127.7183,85.008,75.0478,66.7185,58.9372,113.5884,129.8444,123.3571,65.9127,67.16290000000001,66.7739,96.32069999999999,71.06549999999999,77.1613,102.2284,89.92419999999998,60.91720000000001,86.3117,65.2621,63.1284,67.4791
2016-10-21,10.6789,71.7402,101.2422,71.38600000000001,73.8296,122.5152,131.409,213.7489,77.1659,124.6602,83.8252,74.545,66.1006,58.531,113.5882,129.6233,122.4194,64.8442,67.2676,66.715,95.9131,71.0426,77.0848,102.2237,90.11319999999999,61.2561,86.5963,65.2507,64.1293,67.34760000000001
2016-10-24,10.7253,71.4226,100.1239,71.1965,73.88369999999999,120.3481,129.8237,205.0861,77.1907,125.0299,83.6759,73.4625,65.8686,58.2799,113.6074,128.3239,118.9072,66.0941,66.87270000000001,66.0161,95.3107,71.1252,76.12400000000001,102.2559,88.8506,60.5397,85.9708,65.3196,63.78899999999999,67.3626
2016-10-25,10.7177,71.4068,102.9012,72.80539999999999,72.3268,122.3218,130.986,209.5039,77.16449999999999,123.4193,82.415,74.42360000000001,64.9384,56.0863,113.5904,132.5386,118.7036,65.89789999999999,68.09779999999999,66.98140000000001,95.56979999999999,71.0441,76.6448,102.2227,89.52550000000001,60.527,85.9447,65.2477,62.2961,67.22409999999999
2016-10-26,10.8457,71.4066,105.4465,74.0269,73.6284,122.8804,132.1405,212.3271,77.1637,120.2648,82.5509,74.8321,66.1308,54.0791,113.5897,133.4831,120.2033,65.0906,70.2402,67.513,95.7183,71.05590000000001,78.7534,102.2271,90.3489,61.9545,87.83519999999999,65.2582,61.2232,68.1198
2016-10-27,10.8761,71.40310000000001,104.2135,74.3587,74.0763,121.8894,133.6043,215.0953,77.1592,123.276,84.5581,74.4046,66.3408,54.5276,113.5884,133.8391,120.1425,66.0874,69.7446,67.2521,96.8027,71.8755,78.0945,102.2234,90.5715,61.80710000000001,87.4121,65.2486,59.4697,67.8121
2016-10-28,10.8882,71.4014,101.1324,74.45689999999999,73.7638,122.1254,134.6668,218.2965,77.15990000000001,124.101,81.0952,71.331,66.6864,54.1328,113.591,136.9371,120.5329,65.9022,70.66140000000001,67.0776,96.7557,71.8738,78.0209,102.2239,89.22200000000001,61.4295,87.0917,65.2488,59.5515,68.2546
2016-10-31,11.1089,71.4196,99.7027,75.27050000000001,73.07400000000001,124.5723,137.7228,225.9357,77.19030000000001,124.1843,79.9317,69.11890000000001,66.8252,54.2411,113.6105,140.9151,121.2915,65.107,71.5337,67.2017,96.8263,71.9709,78.9225,102.2582,89.75999999999999,62.2954,87.47670000000001,65.32180000000001,60.5325,67.87920000000001
2016-11-01,11.1093,71.406,94.38109999999999,75.0873,73.9294,125.1943,139.0675,228.8209,77.1647,125.7026,78.3033,66.09710000000001,67.1893,54.39000000000001,113.5919,146.6389,125.1508,65.1558,70.81569999999999,66.7866,97.3753,71.9039,79.27059999999999,102.2309,90.78779999999999,62.65500000000001,88.34190000000001,65.2657,57.3059,66.88040000000001
2016-11-02,11.109,71.4028,95.24380000000001,75.4959,76.0199,127.1957,140.7597,233.7748,77.1613,126.7021,78.0067,67.64189999999999,67.3706,54.4107,113.5908,148.8814,126.8479,65.5576,72.4025,66.4427,97.49340000000001,72.4898,80.8024,102.1422,92.7242,63.98740000000001,89.7911,63.78349999999999,59.5474,67.51169999999999
2016-11-03,11.0783,71.41340000000001,90.7891,74.3035,77.08269999999999,125.9438,140.5093,231.3385,77.1674,125.3505,73.3459,64.9305,67.98819999999999,54.0277,113.593,151.5127,127.0517,66.5528,70.0299,65.1164,97.6146,75.2317,81.9636,102.1357,94.3577,64.45,91.67939999999999,63.80290000000001,60.7961,67.65440000000001
2016-11-04,11.156,70.74080000000001,91.6455,74.0946,76.4036,127.0357,142.1404,229.9021,77.1607,127.5709,81.16760000000001,64.84870000000001,65.9626,53.94949999999999,113.5913,154.0722,129.7966,66.5925,69.9939,65.5504,97.62299999999999,75.2134,81.8519,102.1295,94.4251,64.5167,92.2513,63.7784,60.2942,67.97619999999999
2016-11-07,11.2449,70.7599,89.0183,72.7815,76.8796,125.5991,140.9878,230.151,77.1888,128.2474,80.3829,62.6548,64.6362,53.9593,113.6112,149.255,125.2848,65.4821,68.90220000000001,63.0359,97.6951,74.6758,77.9932,102.1594,91.5324,60.5619,88.4705,62.84460000000001,58.63860000000001,68.0085
2016-11-08,11.2476,70.7421,88.5277,71.6707,75.4955,124.2353,139.5387,222.4767,77.15809999999999,128.851,72.3803,62.66700000000001,64.2961,53.9333,113.3899,146.8446,123.4026,65.9966,67.83250000000001,63.0185,98.3288,71.97489999999999,77.79549999999999,102.1186,90.8201,60.5981,87.3064,62.7589,58.29729999999999,67.949
