,AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,NDB,SANPAO,SANTNDR,SEB,SOCGEN,UBS,UCBAG,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA,Date
0,0.45238095249999993,0.3639455781428573,0.4693877551428571,0.46938775507142844,0.45918367339285693,0.42687074832142846,0.43877551024999983,0.47959183678571443,0.3673469387142858,0.4217687075,0.35034013610714293,0.43027210882142847,0.4982993196071429,0.4302721089285713,0.41326530624999996,0.3656462586071429,0.5017006802857144,0.42517006814285707,0.48299319724999995,0.4421768709285714,0.4472789116071429,0.48809523810714295,0.39625850346428576,0.45068027214285705,0.4472789116071429,0.45068027214285705,0.4506802721785715,0.4557823128928571,0.42857142867857145,16-05-16
1,0.43181818189285703,0.37337662349999984,0.4480519481785713,0.4480519482857142,0.4642857143571427,0.43344155867857126,0.44480519499999993,0.4561688311428572,0.37662337664285694,0.4285714286071428,0.36038961053571417,0.41071428603571414,0.47564935053571433,0.4107142858214285,0.42045454564285695,0.3490259741428569,0.4788961040357142,0.43181818196428556,0.48701298707142854,0.44805194810714283,0.42694805203571423,0.46590909103571415,0.404220779392857,0.4301948052857142,0.42694805210714276,0.4301948052857142,0.45454545453571427,0.46103896121428567,0.43506493514285705,23-05-16
2,0.4378881989285714,0.35714285721428574,0.4534161491428571,0.4534161491785714,0.44409937899999985,0.41459627353571415,0.42546583867857113,0.45652173896428583,0.3602484472142858,0.4099378883571429,0.3447204969285714,0.4177018635714285,0.4767080743928572,0.41614906849999994,0.40217391324999996,0.3586956522500001,0.48291925467857144,0.43788819896428555,0.4658385094642856,0.42857142875000004,0.4332298137857143,0.4704968944285714,0.38664596282142855,0.4363354038214285,0.4332298137500001,0.4363354038214285,0.45652173914285715,0.4658385094642857,0.4161490684285715,30-05-16
3,0.41964285710714283,0.3422619047142857,0.4345238095357144,0.4345238095000001,0.4255952380714284,0.397321428642857,0.40773809528571414,0.44642857146428566,0.3586309523928571,0.3928571427857143,0.3303571428571428,0.4136904761785714,0.4672619048571428,0.41071428571428575,0.3854166666785714,0.34375000000000006,0.4761904761785715,0.41964285717857136,0.44642857142857134,0.4107142857142857,0.4151785713571429,0.4508928571428571,0.38392857139285713,0.4315476191428572,0.4151785714642857,0.418154762,0.4479166667142857,0.4464285713571429,0.41220238099999984,06-06-16
4,0.37946428574999985,0.33630952382142854,0.4285714285714287,0.42857142860714287,0.41964285714285704,0.39136904767857134,0.4017857143214285,0.4404761905,0.3184523809285714,0.38690476185714295,0.3244047618928571,0.37351190478571433,0.46130952385714286,0.40476190478571433,0.37946428571428575,0.3377976190357143,0.4702380952142858,0.41369047624999994,0.44047619046428566,0.37053571425000004,0.40922619042857145,0.4449404761785713,0.3779761904285714,0.4255952381785715,0.4092261904642857,0.412202381,0.4419642857142857,0.4404761904642858,0.41220238099999984,13-06-16
5,0.36160714278571426,0.33630952382142854,0.4285714285714287,0.4002976190357141,0.41964285714285704,0.3630952381071429,0.37351190482142854,0.4211309523214285,0.2901785714642857,0.35863095232142866,0.2961309523928572,0.3839285715,0.4434523809285715,0.41369047617857146,0.35119047614285714,0.3377976190357143,0.4419642857142857,0.41369047624999994,0.44047619046428566,0.3809523809285715,0.38095238107142865,0.41666666660714285,0.36011904767857145,0.39732142857142855,0.3809523808928571,0.38392857139285713,0.4241071428214286,0.41220238100000006,0.3839285713928572,20-06-16
6,0.3749999999285714,0.34970238092857153,0.4419642856785715,0.4136904761428571,0.4568452381071429,0.40029761907142847,0.4107142857142856,0.4345238095357143,0.3035714285357143,0.3720238095,0.3095238095714286,0.39732142860714287,0.4568452381785714,0.41369047617857146,0.38839285714285715,0.3750000001071428,0.47916666671428576,0.4270833332142857,0.4538690475714287,0.3809523809285715,0.39434523810714295,0.4300595237857143,0.3973214285000001,0.43452380953571434,0.41815476182142863,0.4211309523571429,0.4374999999285715,0.42559523810714295,0.36011904757142865,27-06-16
7,0.38541666671428565,0.36011904760714286,0.4523809523571429,0.42410714285714285,0.46726190485714286,0.4107142857500001,0.4211309523571429,0.4345238095357143,0.34226190471428575,0.41071428575,0.3482142856785715,0.3690476190714285,0.44047619050000003,0.3988095237857143,0.39880952392857144,0.3854166666785714,0.4895833333571428,0.43749999989285715,0.46428571425000004,0.3913690476428572,0.43303571425,0.46875,0.40773809525,0.47321428571428564,0.42857142853571434,0.45982142857142866,0.42113095232142866,0.43601190471428575,0.3705357142857143,04-07-16
8,0.38541666671428565,0.36011904760714286,0.4523809523571429,0.42410714285714285,0.46726190485714286,0.4107142857500001,0.4211309523571429,0.43750000003571426,0.3497023809642857,0.41071428575,0.3482142856785715,0.37648809525,0.4642857142857143,0.42708333325000003,0.39880952392857144,0.3854166666785714,0.4895833333571428,0.43749999989285715,0.46428571425000004,0.3913690476428572,0.43303571425,0.46875,0.41517857142857134,0.47321428571428564,0.4226190475714286,0.45982142857142866,0.42410714285714296,0.43601190471428575,0.3705357142857143,11-07-16
9,0.38839285721428557,0.3630952381071429,0.45535714285714285,0.4270833333214286,0.47023809524999993,0.41369047614285714,0.4568452381428571,0.4702380952857142,0.3497023809642857,0.4136904762857143,0.3511904761785715,0.37946428575,0.4970238095357142,0.39434523810714284,0.40178571428571425,0.38839285717857136,0.4568452380714287,0.44047619039285724,0.4672619047142857,0.39434523814285705,0.43601190474999996,0.47172619046428566,0.41517857142857134,0.4761904762142857,0.4255952380357143,0.4627976190714286,0.45684523814285705,0.43898809525000004,0.37351190478571433,18-07-16
10,0.38839285721428557,0.39732142857142855,0.4895833333214285,0.46130952385714286,0.5044642857142857,0.4479166666785714,0.4910714286071428,0.49702380946428576,0.3750000000357144,0.4136904762857143,0.3854166666428572,0.37946428575,0.4910714286071428,0.4196428570714287,0.43601190475,0.4226190475,0.4910714286785715,0.4747023811071428,0.5014880952857143,0.42857142857142855,0.42708333332142867,0.49702380960714265,0.44940476196428564,0.5104166667142856,0.4598214285000001,0.49702380960714265,0.4836309524642857,0.4732142856785713,0.40773809521428567,25-07-16
11,0.38839285721428557,0.41071428575,0.5148809523571429,0.4494047619285714,0.5297619047857143,0.47321428571428564,0.4910714286071428,0.5089285713928573,0.3750000000357144,0.4389880952857143,0.3988095237857144,0.40476190474999996,0.5133928571785714,0.43303571421428577,0.4613095238214285,0.4479166666785715,0.5163690475357143,0.5000000000357142,0.4895833333571427,0.42857142857142855,0.42708333332142867,0.49702380960714265,0.46279761903571426,0.5104166667142856,0.4598214285000001,0.49702380960714265,0.4955357143214285,0.49851190478571433,0.4211309523928571,01-08-16
12,0.3794642856785715,0.4374999999999999,0.5059523810000001,0.4404761904285715,0.494047619,0.4642857143214285,0.48214285707142857,0.4999999999642858,0.40178571425000015,0.43005952382142876,0.42559523807142857,0.3958333332857143,0.5044642857499998,0.42410714282142853,0.42559523810714284,0.41220238085714295,0.48065476200000007,0.4910714286071428,0.4806547618928571,0.41964285710714294,0.41815476185714295,0.46130952382142854,0.45386904757142854,0.4747023809285714,0.42410714278571426,0.46130952382142854,0.4866071429285714,0.46279761899999994,0.4211309523928571,08-08-16
13,0.40922619046428566,0.4374999999999999,0.4791666666071429,0.4702380953214286,0.4970238095714286,0.4374999999999999,0.4851190475357143,0.5029761904642858,0.40476190464285716,0.43005952382142876,0.42559523807142857,0.42559523807142846,0.4791666666785714,0.42559523817857137,0.4285714285357142,0.4151785713571429,0.5104166666428572,0.46428571425000004,0.4538690476428571,0.4226190475714286,0.4479166666785714,0.4642857143571429,0.48363095232142866,0.47767857139285724,0.4270833332857143,0.4642857143571429,0.5133928571428571,0.4657738094642857,0.42410714278571426,15-08-16
14,0.39285714285714285,0.4002976190000001,0.44196428567857143,0.4538690476428571,0.4598214284285716,0.4002976190000001,0.4479166666071429,0.4851190476071428,0.40476190464285716,0.39285714289285717,0.3883928570357144,0.38839285714285726,0.46279761907142863,0.44345238089285716,0.3913690476785715,0.37797619057142845,0.4940476191071429,0.4270833333214285,0.4374999999642856,0.4062499999642858,0.4315476190714286,0.4270833332857143,0.46726190474999996,0.4404761905,0.44791666667857133,0.44791666667857133,0.49553571428571425,0.4494047618928572,0.4077380951785714,22-08-16
15,0.4285714285714285,0.4107142856428572,0.45238095239285714,0.46428571432142857,0.47023809517857146,0.4107142856428572,0.4583333333214286,0.4955357142857143,0.44047619046428566,0.42857142857142866,0.4241071428214286,0.42410714289285706,0.47321428574999996,0.4538690475357144,0.3913690476785715,0.4136904761428572,0.5044642857142858,0.4627976190714285,0.44791666667857133,0.44196428571428564,0.4315476190714286,0.40178571417857156,0.4776785713928572,0.45089285717857136,0.4583333333571427,0.4226190476428572,0.505952381,0.48511904767857145,0.4181547618214285,29-08-16
16,0.4285714285714285,0.4107142856428572,0.45238095239285714,0.46428571432142857,0.47023809517857146,0.4107142856428572,0.47470238089285727,0.4955357142142857,0.44047619046428566,0.412202381,0.4241071428214286,0.4077380951785715,0.47321428578571423,0.4538690476428571,0.40773809535714284,0.4136904761428572,0.5044642857142858,0.4627976190714285,0.4642857142142857,0.42559523807142857,0.43154761899999994,0.4181547618571429,0.4613095238928572,0.46726190475,0.4747023809999999,0.4226190476428572,0.5059523809642857,0.46875000000000006,0.4017857142142856,05-09-16
17,0.4449404761785715,0.4107142856428572,0.4241071428571428,0.4523809523571429,0.44196428567857143,0.4107142856428572,0.44642857139285713,0.48363095235714276,0.4122023809285714,0.412202381,0.4241071428214286,0.3794642856428572,0.4613095237857143,0.44196428575,0.40773809535714284,0.4136904761428572,0.4925595238928571,0.43452380949999997,0.43601190474999996,0.4419642856785714,0.40327380946428576,0.4062499999642858,0.43303571439285715,0.4553571429285714,0.44642857142857134,0.4107142856785715,0.5059523809642857,0.4568452381071429,0.38988095235714276,12-09-16
18,0.4315476190357143,0.39732142857142866,0.4107142857499998,0.4136904761428571,0.4032738095714285,0.39732142857142866,0.43303571425000015,0.46874999996428574,0.39880952374999995,0.37351190475,0.3854166666785715,0.3407738095357142,0.42113095239285714,0.4374999999285714,0.39434523821428563,0.37500000007142853,0.4791666666428572,0.42113095242857135,0.3973214286071428,0.40327380946428576,0.3898809523571429,0.39285714282142853,0.45833333339285726,0.44196428571428575,0.4330357142857144,0.37202380942857155,0.49107142857142855,0.41815476196428575,0.3511904762142858,19-09-16
19,0.4449404761428572,0.39732142857142866,0.43898809528571425,0.4419642856785715,0.4315476190357143,0.39732142857142866,0.4613095236785715,0.4821428571785714,0.38392857142857156,0.3869047618928571,0.41369047607142867,0.35416666660714285,0.4345238095357143,0.45089285714285715,0.39434523821428563,0.37500000007142853,0.4925595238214286,0.4494047619285714,0.3973214286071428,0.41666666657142865,0.4181547618214286,0.39285714282142853,0.4717261904642857,0.44196428571428575,0.4330357142857144,0.40029761896428573,0.5044642856428573,0.4464285714285715,0.3794642858214286,26-09-16
