,DBR,AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,NDB,SANPAO,SANTNDR,SEB,SOCGEN,UBS,UCBAG,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA,Date
0,0.2948669435027491,0.007563383646910441,0.3843833317908433,0.4159164240749791,0.37066421725264137,0.4154120977053696,0.41697425306331204,0.4052948560441667,0.007392457739756914,0.10814429289852073,0.303631211372593,0.39449679541733534,0.17744202985752858,0.025668822331944664,0.18390543451144858,0.3885617181644785,0.40389559786399387,0.26219750083062116,0.4141016623723269,0.39457387375194036,0.0,0.13367300066648527,0.4023521655898773,0.0,0.3958137463931664,0.38532208992076417,0.3936732003987173,0.026688687985938004,0.09703967606492993,0.08560664427272599,16-05-16
1,0.287304759424711,0.0,0.3786300885607647,0.4143507961306851,0.3692447771582218,0.4143720093862228,0.4161182285928528,0.4048625400820713,0.007422061857539353,0.09541585048707389,0.30352869200488225,0.3909583622174966,0.17805100372278607,0.025692610837898127,0.1884402419915242,0.3880921222673105,0.40339697727618107,0.2627788051871374,0.41290929084153566,0.3943704366082455,0.0,0.13402479817098734,0.4011146578319162,0.0,0.3948194698216735,0.3837342882626832,0.39238042422014946,0.026760016282685317,0.09709240903943221,0.08522888209191147,23-05-16
2,0.31742775027783426,0.0,0.36640103335521457,0.41573840166502724,0.36916626838164324,0.41521057688087076,0.40345346060103393,0.4308037783928798,0.0073820155691611935,0.1083687817805987,0.3040733179596728,0.3915963472201205,0.17816684274223596,0.026246132447273907,0.18824604582809187,0.401299920316289,0.40420311478089593,0.23435143599550176,0.4128798201156808,0.3935521123750693,0.0,0.14724925428173774,0.41413670317519596,0.0,0.3952739231188669,0.38383338585036997,0.4183567318493335,0.040915226727328106,0.12340440932384814,0.124344890777545,30-05-16
3,0.32066578482687086,0.0,0.3706044740858036,0.42006212070883564,0.3694112133658389,0.4166095744491232,0.4043414013064518,0.4191062724786353,0.007393045959875666,0.10858503373432903,0.3062939208669027,0.4055682460847216,0.18103411284752446,0.025934261715830915,0.18828210794771502,0.3768651614072001,0.404911108227233,0.20876756941302552,0.41598557483078563,0.39440874895782974,0.0,0.1345835648106201,0.41491730920573366,0.0,0.38351040447058804,0.38438935062084323,0.41895750817373373,0.039968856053844766,0.12388256087461169,0.12404755300891136,06-06-16
4,0.32197500157510545,0.0,0.3702991486862195,0.4194934755787792,0.36713878844758213,0.4160699476755371,0.4042836608063239,0.43169288667056266,0.007386146122316002,0.10830473885194625,0.2912683560675208,0.3915283859776729,0.17913739443152968,0.026079233124721216,0.18871660463226667,0.3769753512970956,0.4043093228956622,0.18297528685000503,0.4156224165368941,0.39348817040050166,0.0,0.14773257119942804,0.41462432052473314,0.0,0.38271839572430966,0.38489194098332324,0.41827754791865474,0.040463665588826726,0.1236467629155326,0.12402102586347344,13-06-16
5,0.3285915587215543,0.0,0.3861179606356294,0.42623419184404193,0.3567515417061461,0.43570097761682475,0.40802841259930195,0.42518911392935493,0.007369678977511645,0.17928015219397578,0.2957202201048877,0.40958925985960765,0.23633399484923603,0.013289024023444314,0.1869385445281109,0.43070208401959675,0.41125253708972276,0.25154189841493096,0.4215091596890913,0.39922096027212167,0.0,0.16401607868603443,0.42402564208623317,0.0,0.4272045025301137,0.4046483189694668,0.4227622494920748,0.04058056039017098,0.0849518169917901,0.08567784177019366,20-06-16
6,0.342668474392635,0.0,0.4275849587771003,0.4546291492839227,0.37414035724263056,0.4512255794868356,0.4511633444358327,0.4391603575637041,0.007506324200477978,0.26293578427689107,0.30885134475079373,0.41426507266312845,0.1862352009993403,0.013846828847433188,0.14478155749667976,0.43861317144289524,0.4291767838636921,0.2509968861691464,0.43767200945637585,0.4244407664615128,0.0,0.16308083939576462,0.44253835226715293,0.0,0.43201535334552366,0.42198924199557,0.42878971640347247,0.027163263908736544,0.1250567190792407,0.08532988523048733,27-06-16
7,0.3448144394287104,0.0,0.38264301079383567,0.424493464967168,0.385416721499503,0.432409109742483,0.41671648322103105,0.41747953119218323,0.023008584330213046,0.15429559468778328,0.2737398134967049,0.3951803121815012,0.16782199196800793,0.026572295493510045,0.0,0.4084332796772255,0.41818067959678307,0.2558374597564739,0.4220526740262738,0.3906709950012053,0.0,0.08529179760972629,0.41047157509838106,0.0,0.4008789114248809,0.3765752617146372,0.3966468688531724,0.03476378507420301,0.08484332783369913,0.09112200494452649,04-07-16
8,0.28882625354475305,0.0,0.3843796630247074,0.44969805606922353,0.37315111844872,0.42984180876338984,0.43032158707586515,0.41488636705561216,0.0,0.17794544147897576,0.26593529181279013,0.39562902893986207,0.16701228284089029,0.013989801839900376,0.0,0.4063438920253559,0.44283038281053744,0.24865896148545724,0.4467506416694883,0.39057600928807445,0.0,0.0832440712926143,0.4074715094554644,0.0,0.3988517805065725,0.38614799778608977,0.4190449110443282,0.013989801839900376,0.09301214489142942,0.09122775823848955,11-07-16
9,0.2984186558688008,0.0,0.43449019818799334,0.43413767181103674,0.36716797893855535,0.442516668266209,0.4592706272434882,0.43178397486783593,0.0,0.21733724113049502,0.2925194239455404,0.3984589443684805,0.20791977200641554,0.014100436431216057,0.0,0.4193197161478055,0.456046968851916,0.24449965320500244,0.4445411210930094,0.4039772029996668,0.0,0.1633031999371512,0.4174654179721821,0.0,0.4217897310119662,0.395673201821641,0.4165796492414867,0.014100436431216057,0.0792305996959271,0.16780986754047375,18-07-16
10,0.30842561761447196,0.0,0.43763322901912494,0.43525617390819216,0.36956854412389506,0.4314108423166238,0.4332927429518763,0.42980838966573975,0.0,0.23150595925218811,0.29245618989687017,0.41277413384598904,0.2927476081533264,0.013378604497176098,0.0695534279015714,0.41932217602672717,0.4567546543786243,0.24282356579967376,0.43324435301136177,0.40371839932729914,0.0,0.14965740868524627,0.4193093689886902,0.03057803182386638,0.422871123596999,0.42222110773896515,0.41598577959363403,0.013378604497176098,0.053099987042188296,0.10264761836726301,25-07-16
11,0.30158625419387164,0.0,0.4393374421667996,0.4222981708096346,0.35654974195778766,0.42953744409076616,0.43311648793935015,0.4164180560880993,0.0,0.24537693555564596,0.2815284370399251,0.40176618356600774,0.19004067507828742,0.01311113988837723,0.05691333566607869,0.40375753675948134,0.4302336683417347,0.24453312332497132,0.4084462153386461,0.39034840773688007,0.0,0.13558179160980324,0.430707179850859,0.025502517908037963,0.4350596114418643,0.42196154999216706,0.44122690796732456,0.01311113988837723,0.08926194808793306,0.03849186490500136,01-08-16
12,0.28709038803551756,0.0,0.4088070470520044,0.4047848698260595,0.34881106378424453,0.44500249469039477,0.4295679989074348,0.41343271077631044,0.0,0.20228441002491912,0.27298099250820207,0.397651599326109,0.1591488693218886,0.026892178733643555,0.0,0.41113925151797465,0.41386802121939537,0.24216952928249832,0.40408163519791185,0.38971119533404663,0.013059967700153014,0.10691877402883102,0.4179137410595774,0.0073935270906745,0.41841251532780804,0.3955719199922303,0.43752171859192,0.013832211033490542,0.06074140000237117,0.05106655737653991,08-08-16
13,0.2804858321302849,0.0,0.419634216744287,0.40388647165430497,0.34292942027970347,0.44202680138705264,0.4025724975060927,0.4215006314872714,0.0,0.13402222025775706,0.2676923454344108,0.39266577038765027,0.15754155630916222,0.02665332467434386,0.013117258301327001,0.3982100162709817,0.4386875174750763,0.2288670850280514,0.40326778092442445,0.38793024282289407,0.012882960175247149,0.15004646570973915,0.40235658970702326,0.007346601521628559,0.40197121471396197,0.36887862984933345,0.39510368986286437,0.013770364499096712,0.03445204411388983,0.013146664172279904,15-08-16
