,AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,SANPAO,SANTNDR,SEB,SOCGEN,UBS,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA,Date
0,0.593220507040711,0.661793634270878,0.18226118049408174,0.6510260946640261,0.18226118049408174,0.6502170950564441,0.6343648176624654,0.5973414431176248,0.7487048970130592,0.6707039644496562,0.6265347449738539,0.5482657885550798,0.7507376371181907,0.6792423198983362,0.6282947025835711,0.697033211805397,0.6142816626664355,0.6814843939649742,0.6432115299059105,0.3150088807413963,0.6609458879372495,0.6769261558082443,0.38331729514405394,0.6797802002244995,0.6733171970395246,0.6511209594622958,0.7412257778776566,16-05-16
1,0.6586573237468988,0.7246960861674764,0.1831707986882814,0.7146590884165817,0.1831707986882814,0.6558094000863435,0.6397684050949054,0.6379914939987967,0.7568144645735166,0.6215607142265624,0.6893488287409897,0.5594805183881447,0.7587504075883894,0.6839065698007093,0.6336260267376492,0.7600239834310585,0.6778225651254608,0.6861674848255137,0.6475730000665039,0.3200867213894164,0.6648538519396276,0.7398665338179158,0.547002614756965,0.742727731226551,0.7362485300411978,0.7139966628047566,0.6920825276545629,23-05-16
2,0.5413481834809553,0.6707515523096033,0.17484485328151692,0.6473051909824779,0.1439390191761413,0.505447289109001,0.4892347326869438,0.6089918804132689,0.6028111085455077,0.4987787950949698,0.6353239601761059,0.33182398819369896,0.6046590540350305,0.29175230501687655,0.48302666044854525,0.5112858703683764,0.6103849482878917,0.6397863995847265,0.6008995323425668,0.2890281900143404,0.5267548106260483,0.4920446684591495,0.5221388596708931,0.6888241783960107,0.6823302517477283,0.6600278120662083,0.6873305619487303,30-05-16
3,0.662691466469532,0.8005534668162958,0.6271703713275628,0.8072994065049337,0.6548029445076481,0.6393507892764365,0.6229815897840467,0.5825139725866811,0.6071699552522914,0.6595517817878047,0.7650525256525085,0.41047244271656214,0.6086417925543832,0.6740959724148643,0.6167135361663423,0.5924928548316493,0.7703027244071413,0.7318275497158583,0.6926737246091157,0.6245286196876948,0.6252976886688414,0.5740882269249175,0.5667295762994213,0.8186635103369233,0.8121561387099183,0.789807524218731,0.7664075495186846,06-06-16
4,0.6304880045199798,0.7976641881058376,0.6010382726547622,0.8051114086380815,0.6662254427204277,0.7215156935027464,0.7050029045572903,0.5582425570755454,0.5739457226581481,0.6025792607038979,0.7620960103185797,0.42181207770272316,0.5753404867415884,0.6319283914726395,0.6986798680193047,0.7356469036758296,0.7680446570744572,0.6986674323666218,0.6592688958352327,0.6372083902727168,0.5929294625981665,0.7180091352643297,0.573356424151034,0.8158085309474781,0.8092888347543764,0.786897893346539,0.6931270690676791,13-06-16
5,0.6363798753388026,0.8033236495797472,0.6147018028418372,0.8114160480757822,0.6761399915128171,0.740228899769112,0.7235840085054343,0.5757994369256321,0.5646606340746687,0.6163374690856656,0.7676936140795966,0.43165039241811676,0.714931390255254,0.6499888712959835,0.7172103876725954,0.7449836712996339,0.7742848325834799,0.7029239831351468,0.6633003121092926,0.6550209560400446,0.5986697504950854,0.7272048007337304,0.5877707215017749,0.8214995478065649,0.8149685130091164,0.7925386308258116,0.6840094946932292,20-06-16
6,0.6173775839894293,0.6829786058937621,0.6237222830587434,0.806820501139738,0.6199537057089508,0.6122259087822832,0.5954590769263158,0.5884137782015443,0.4035948565814405,0.5299081054654183,0.7624454186160923,0.43452604061193206,0.43361264704073244,0.5467166362474731,0.5890387629017296,0.5077886624196615,0.5415188556862891,0.6774649802055374,0.637633492705936,0.589890247957633,0.5727043313248721,0.48987954372100023,0.5974842175977083,0.8163375798268244,0.8097960786243171,0.787330251106217,0.5976987415536132,27-06-16
7,0.8050807196997365,0.6793729639569366,0.6325599695685428,0.8450546877476324,0.6929117312664965,0.6465533485182665,0.6296736086976685,0.6005791136363479,0.6045780822658163,0.6454663731485153,0.7886148668720794,0.6836681058292527,0.43275134169609125,0.6591491373412872,0.6232100602329069,0.5512260900354932,0.5535214280285644,0.7522084814538293,0.7121845713217011,0.6253278176655133,0.7832991300421599,0.5331963712045014,0.6069635853163742,0.8425868682978115,0.8360356759853043,0.813536565769704,0.6695725268674904,04-07-16
8,0.6010677949469035,0.6781471816284015,0.6425515417905726,0.8263684786985588,0.7095637535438425,0.6480424250423565,0.6310578421230673,0.6136606458368385,0.5322257393799465,0.6439099653596657,0.7692505749247135,0.4969413477889063,0.43069277329224553,0.6612444831457935,0.6245541473967644,0.5518133623815605,0.5578750294355465,0.7512294314454672,0.7110268431416991,0.6263645975632438,0.7888077497037137,0.5336716577254991,0.6175510045373179,0.8232967136969491,0.8167365224960987,0.7942065069168655,0.6730083341661364,11-07-16
9,0.5002492280464319,0.6766164506220633,0.648999833736258,0.8507561563135346,0.7132727950644207,0.6594926326079723,0.6424104371307569,0.622985796844931,0.6920386182849791,0.6420714110666796,0.7930069342262714,0.6233810809854277,0.44469672279452543,0.6732591481152392,0.6358693648438026,0.562423958901775,0.5427973858003534,0.7499284172388132,0.709559473409906,0.6269403907522626,0.7676997205568045,0.5441779915620175,0.5962561422628914,0.8471220974361582,0.8405535279585463,0.8179947384152343,0.6862710149200549,18-07-16
10,0.4770635306634322,0.6778323610591263,0.2129806403365229,0.8111009039219604,0.4862555598612871,0.5523428241486991,0.5351695236319503,0.6022196035078754,0.48394494517537,0.533960387533867,0.732012183367096,0.6026017114891199,0.43843785992202516,0.6107067381098701,0.5285935656272857,0.4532956688767148,0.5327361798588489,0.6531246498763561,0.6126004408726418,0.36200849510297356,0.7631738730725992,0.43495238971436245,0.5763809377234043,0.7861917694302952,0.7796153802222635,0.7570297349604531,0.5685499921746936,25-07-16
11,0.7044049874165269,0.7790920192712635,0.21347531466996048,0.791231315462035,0.5425107176618659,0.6846321054019212,0.667373577592682,0.6113215867491575,0.6651383728756524,0.6383556896565385,0.7453521535234776,0.6009317354131617,0.6972877628389056,0.7152719149104564,0.6607649845627512,0.6902808530141885,0.7474243154981993,0.7045231114631751,0.6638536544188504,0.44424097068244844,0.8125874600403525,0.6718465402140752,0.5577880040365316,0.7995920060437043,0.7930083016140845,0.7703975332954455,0.6514944640805728,01-08-16
12,0.7047704140125204,0.7824913356446834,0.21489783582549252,0.5599165255938744,0.5506763419644405,0.690736968923679,0.6733985405240148,0.6208134601553016,0.6652658957143149,0.6403466091481331,0.7463379047952579,0.6103888814344022,0.7138393770761653,0.7220615640143458,0.6667593521564742,0.6868172509399783,0.7510759375399261,0.6967552529414245,0.6559496258196288,0.4401037002661369,0.8156111334666488,0.6682975941004954,0.5403571290051742,0.8006342571890085,0.794043694730646,0.7714093735170244,0.6640182445905616,08-08-16
13,0.34474427704125044,0.7146081625722391,0.21520662833970053,0.36487835967629334,0.52666148097024,0.6622043589460862,0.523819036990843,0.6218017269959373,0.3391104802845779,0.5784916251390498,0.7326157487744264,0.611344525668596,0.4484452962843321,0.5991245600689189,0.638122942966284,0.6130089437032968,0.6386697968788962,0.6460744031100377,0.6051408586659348,0.42093510205002915,0.7468302738400097,0.4057645463291096,0.5239826704622618,0.7533984194400721,0.7470075709982793,0.725059138315487,0.523872069602866,15-08-16
14,0.45096406006867445,0.7488155388580592,0.5016054023360652,0.5585508601791538,0.7379669444697288,0.7955106429612423,0.6610622936411624,0.6296906084826335,0.4847642282743737,0.7274433928335561,0.7961845526794078,0.6192027035026789,0.6799232038270104,0.7089912656664273,0.7713315336209976,0.7935049481487041,0.7478967035750325,0.7825416413114155,0.741487704080133,0.6498343038612954,0.7248646772703584,0.6466113102316341,0.5085714155615602,0.7773000712911576,0.7708970959967403,0.7489070154152521,0.5883098622275751,22-08-16
15,0.4545267639143934,0.7521755055006949,0.505962475070793,0.5629475393581365,0.7421774068023749,0.7993718161935928,0.6643713936856103,0.6384528261600937,0.48882837896804077,0.7307280176945555,0.7983524859933168,0.6279359719780044,0.6868334417827344,0.7129986317746201,0.7751005959479398,0.797495253138096,0.7517493970706144,0.7857858570133508,0.7446184066097437,0.6540876271641446,0.7290824125617136,0.649945555402359,0.4940408035635133,0.7794986617128778,0.7730842525358407,0.7510549039596142,0.593905346297632,29-08-16
16,0.36694881226310666,0.7020059581931443,0.47648498038630804,0.35796416288602195,0.7461539544928105,0.7815995687488073,0.6615735766523224,0.5863307423294196,0.4239846637369079,0.7134696521288952,0.7781393307065976,0.5664240043650726,0.513788431794059,0.667457452806619,0.7572413548870147,0.7798449636265558,0.7553880519223383,0.7729785162627549,0.7317038589291479,0.6222445289738616,0.7330658294682372,0.6471714867864962,0.4803174481175614,0.7815751080302302,0.7751499001885419,0.7530834651806284,0.5174958933325459,05-09-16
17,0.34849877273436464,0.7041986790871301,0.4722960025173818,0.3754460027043975,0.7421831903327003,0.7936814151267304,0.6567359708465337,0.5929261001096301,0.423359343676564,0.7159379149362894,0.7792398312495927,0.5823560421906462,0.5174904298769233,0.6627925005200274,0.7692409100019837,0.5895391287135042,0.758575471180061,0.7754573429421063,0.7340812736854138,0.618289655562941,0.7294519282571156,0.6494837918526073,0.46733589526165914,0.773124165090855,0.7666887422889475,0.7445872254967028,0.5212952857800609,12-09-16
