,AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,NDB,SANPAO,SANTNDR,SEB,SOCGEN,UBS,UCBAG,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA,Date
0,0.054315689656457736,0.40062778344342515,0.39592577680643026,0.3247669971678949,0.4245122283120156,0.4072150908621769,0.4088817945595825,0.021326011656657422,0.3134094280967103,0.24557994862937788,0.37858509509052807,0.22867510743777614,0.027558482903115307,0.0264929161376124,0.42001742559601535,0.42133364745772894,0.26162064364270343,0.39676804382032455,0.3925980980103604,0.0,0.18451680823089103,0.390882109918827,0.0,0.38609033591162933,0.351025456474663,0.3991130359008061,0.014333872978960827,0.08797757749870667,0.028169465510627396,03-10-16
1,0.05430948900699354,0.3985647458038913,0.3953817641116069,0.3239634162018003,0.423865141155102,0.406949367617165,0.4073315644718347,0.02106591677408189,0.29920459000524546,0.24450883693205086,0.37757228545632154,0.22815095233062183,0.027486050849473167,0.01336666012068036,0.42022461739518757,0.4230853226753986,0.2653216687628638,0.3956509708131089,0.4058168541460482,0.0,0.19751729131908005,0.390172817393137,0.0,0.3859550242953692,0.3524346802479949,0.3998655147438132,0.014318026109246453,0.08786512915761091,0.028187044851337384,10-10-16
2,0.054101294050480586,0.4041654150623183,0.41858711527206394,0.32728530561923563,0.4442718335986009,0.42927090172309257,0.4246787023183137,0.020506294293741217,0.3127484092262546,0.24257596896366304,0.39104334279400355,0.22804492426606718,0.04151884583980979,0.013325101007821725,0.4406547988146596,0.4443742481951202,0.28114267894075873,0.40968629521846456,0.4115949552819,0.1613451769775724,0.17098948659873398,0.37743870659813966,0.05329270743166882,0.3995543092716637,0.3523155356566739,0.40019405787240603,0.014334857157191325,0.10106349942790319,0.028344790219337907,17-10-16
3,0.0670161918310342,0.4036841275142953,0.4160877487448662,0.34042956167008015,0.4429976763474466,0.42957700906736684,0.4343452972343642,0.020217699650352694,0.32636011369626694,0.2301217831257086,0.3890628787855112,0.2422339169546847,0.04147424409222581,0.0134571606489773,0.43943118164989686,0.4426265853501419,0.2843643051799856,0.4089728872224012,0.4087873559835361,0.16147101966017452,0.17067565269763194,0.3759710725092698,0.05331780597373714,0.38512826785682375,0.3504404485856103,0.3986297589013755,0.014311297213526959,0.08871869035917583,0.1114789204844133,24-10-16
4,0.06694760369982351,0.4012829408387689,0.4152408412749478,0.3385791417139594,0.45440452383165936,0.42927388564696584,0.43297603932866485,0.020170383046157418,0.3209872488481095,0.2414832365440239,0.3933438945455779,0.25643994320497404,0.04190803233121555,0.013459187176236367,0.45039193657434967,0.44241669776544146,0.28354765017150363,0.4209616408600656,0.40805236868567996,0.1617105069364657,0.1709979914587485,0.3781255733995566,0.0608473355478984,0.41468535061574413,0.3517070411722711,0.40064073888712587,0.027684318893722804,0.08819910446066084,0.1384555043950893,31-10-16
5,0.0669020404357282,0.3807777764441389,0.4122505794788964,0.3360881005723434,0.4383357445169572,0.4260588015274786,0.4162477007897599,0.02026040962402072,0.3215364468266939,0.2103602309252756,0.388355191567641,0.25633547069286494,0.02975998955056152,0.013471309145108126,0.41861941035235445,0.43738654985069697,0.2827195135223267,0.4180573445566293,0.4055262884099693,0.16370990638136515,0.13008606963370997,0.37483232203868583,0.06036440159289109,0.39933595556900114,0.3460464158015428,0.3839014100147925,0.028097574401667078,0.07354948367680769,0.11132207045131137,07-11-16
6,0.08023825208091176,0.3753400723709031,0.39200398440309975,0.3559716752256278,0.4067125934204522,0.40624747849993026,0.3943806067140144,0.020379041365871337,0.2852922000305727,0.21031277793087674,0.34613728562089596,0.22525449139643042,0.055651458094526984,0.028915409420836084,0.4014209180318633,0.4000774349943032,0.277100510570033,0.39908089317388135,0.3837658005887059,0.13801049680732638,0.10257025352320473,0.36224284816096475,0.053423918011368934,0.35851404510041107,0.31046213722737576,0.34911785758124925,0.02845668872091302,0.09816385942854067,0.10968352702061639,14-11-16
7,0.08209733570533459,0.3803257801968685,0.3938191697342842,0.34996064269065047,0.4003725969135633,0.4100079827730485,0.3687539327210733,0.01896235820389366,0.28595555451108,0.28154810441451233,0.3318155838500493,0.2817337553585629,0.040789535518598576,0.0,0.39145983648262556,0.39357162803452705,0.23367134077599605,0.3871498838833511,0.3811951045623744,0.11001340943774683,0.12796881453156597,0.36226866955107756,0.060093580800684845,0.38448554759996406,0.3221424535459918,0.37885747265987446,0.027148679277052952,0.06886120187391478,0.08268662475165253,21-11-16
8,0.11250069191868486,0.37496075681536245,0.37460350505621426,0.3489282145538946,0.3906229750135632,0.3900059675539695,0.3448899525091537,0.03889264028423911,0.2934945760154243,0.2645419781532021,0.32931553153226123,0.24096929281694254,0.07299802891277177,0.013143978400125813,0.37113396678987126,0.37296219212818665,0.15917138297008476,0.380199803570617,0.37796944573289254,0.14634145678758217,0.13094245285517214,0.3529363056390404,0.05952658725947963,0.34699142497572916,0.3154180379131691,0.3546978493147934,0.02739731475778761,0.07639185484363549,0.06813813446633009,28-11-16
9,0.10584967827613756,0.35967783447773743,0.3857485349665914,0.34448007025547966,0.38997313153090957,0.38882055836752505,0.34146054675263293,0.04069809687845367,0.2830707979532039,0.24668715623411303,0.3284040419895308,0.2716897211293938,0.04614037706949086,0.0,0.3714330445185495,0.38319821387383624,0.18718834585561095,0.3802299452865188,0.3780202406976673,0.14865456587387074,0.11750447875290086,0.3493099613736414,0.06689573872770412,0.3395300409533565,0.31258888599289014,0.3500526922599144,0.026930781403798638,0.0632646017346343,0.06947923772728792,05-12-16
