,AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,SANPAO,SANTNDR,SEB,SOCGEN,UBS,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA,Date
0,0.00238603651567585,0.41306421491017387,0.41329201507762325,0.20238766619268314,0.46813147946444505,0.43000761076709604,0.3826534086359989,0.0,0.014385752471605869,0.16184726389354726,0.39698199798272565,0.029397264729892018,0.0021666725961761884,0.10680585351096467,0.36956226599842396,0.44738508751422407,0.057990379115362325,0.4592370448285985,0.40199040872372055,0.007746641541656505,0.015398073895912894,0.3649974152677821,0.0,0.38486080447647064,0.35824194697363176,0.35011477116209755,0.005153013736423622,16-05-16
1,0.0018783452048196435,0.4052452495719208,0.4101525600892974,0.20140691739045685,0.4659742311496529,0.4281162257286952,0.38125409582915026,0.0,0.013767655508774145,0.16330816601580025,0.39319740804050796,0.029188974374528057,0.0022943568882701844,0.12618417318798422,0.36917504640768545,0.44707929113605005,0.06773203323916056,0.4565413991970599,0.3988671951639952,0.0,0.0159574187881972,0.3617164566208689,0.0,0.38183192734605687,0.35096324162223713,0.34572037665099103,0.0009377998622667152,23-05-16
2,0.0,0.4123024935045863,0.412970837305498,0.20819836957526922,0.46864774089017847,0.4290757680273992,0.383639775413098,0.0,0.0145458826746371,0.16548953018333618,0.3953990274339142,0.02924805318070704,0.0025287976436167733,0.12622806350045845,0.37234892176875334,0.44561574616013916,0.053862072532059005,0.457307159671829,0.3981437373319058,0.0,0.01753098010397044,0.36404193736535506,0.0,0.38059771212577775,0.35199813839701655,0.3473781739539366,0.0011553433109739635,30-05-16
3,0.0,0.4170522450652487,0.4224049947698673,0.20789360105266835,0.4725700219941109,0.43020937033346196,0.3818190928980003,0.0,0.014757559815598488,0.1681770267060484,0.3987431264400244,0.03283730596582301,0.0022557374849171133,0.12627201333036805,0.3757874310651363,0.44843342755630056,0.052442925309994136,0.46388089980815145,0.40086146711631687,0.0,0.015791444185077826,0.36486373612287715,0.0,0.38370397442424947,0.3529647813961606,0.34967820854131926,0.0072849082944663555,06-06-16
4,0.0,0.41364146248247446,0.41906363726763085,0.1943304170986187,0.47000776187212334,0.4299250668681908,0.3818104685274288,0.0,0.020951042688719775,0.1601095490951616,0.39196901548066293,0.030156369888373332,0.0023764916977607026,0.12829803133052045,0.37923043595784917,0.44649338973170455,0.051799441450767945,0.4568770925165577,0.3956589486372521,0.0,0.015543566755796016,0.3579569009101165,0.0,0.37648169533418374,0.3516677122467471,0.3424713062498992,0.007204030928080155,13-06-16
5,0.0,0.4122611193295246,0.42692335121007147,0.2124265979667464,0.4778427576858668,0.4367701731287627,0.3986959458417901,0.0,0.03341335103658694,0.15599974823348453,0.39344826977136926,0.048312351950940385,0.0023314391670421837,0.12840114128469027,0.4032935466104916,0.4576076534709906,0.06051993267126811,0.4642239159063817,0.4064396685748818,0.0,0.02496032550609747,0.37144466304165885,0.0,0.38244909469207106,0.35738564546188534,0.34491427960801746,0.009527008194865032,20-06-16
6,0.0,0.4518018451626079,0.4594092443003038,0.2520533957773732,0.5073066511017604,0.47086825459265885,0.4217786000068229,0.0,0.06118818100422996,0.1431980580008815,0.42633519094420147,0.03585645141648722,0.002538685731295431,0.11469363002856708,0.44385657742201895,0.49132759280511085,0.10890876010501122,0.4949664562639553,0.43072449509862304,0.0,0.013961594420120524,0.4244970925742011,0.0,0.4347595685188547,0.41511250364917973,0.3969777008079087,0.013876254830960746,27-06-16
7,0.0,0.4384356217062991,0.44632095086187973,0.28554315438640476,0.4935555507466163,0.4743034308364665,0.40249823834962295,0.0,0.038566032259203846,0.11945082242372866,0.4112947635681803,0.027728280981547036,0.002425185980782645,0.02181692846768065,0.4322432690343098,0.5011456990919059,0.13714252053996512,0.4849166142249925,0.4148168598421069,0.0,0.0052041698607175205,0.4082151749151987,0.0,0.4175202368355715,0.3912180915705399,0.3745821503655625,0.0020231304567576948,04-07-16
8,0.0,0.4360806950150244,0.44229132864318704,0.2980341170614842,0.4928388105150322,0.4762283564177302,0.4086379893704224,0.0,0.05205622900931353,0.10064806917373956,0.41128612554757454,0.032164361496953384,0.0024113823284264498,0.04273602883352412,0.42562521011762544,0.4954423354960349,0.14767971534183236,0.47889027850500543,0.41248717586557515,0.0,0.017708189287181906,0.39902776753576297,0.0,0.41125594779404995,0.3819765786628554,0.36914678358587644,0.002261242780925955,11-07-16
9,0.0,0.442183137475616,0.44063008763184575,0.27657057388279804,0.49263960208990665,0.4897419268425765,0.4200936405276661,0.0,0.045964803060018114,0.1101790903099401,0.4227037187291446,0.040519007325389225,0.0024475732886643136,0.027417689308433604,0.42961449654609307,0.5046728741593541,0.15457197482619728,0.47845931085603366,0.41277764180219223,0.0,0.028604112375112876,0.404145085762921,0.008942155263672404,0.4120107845157769,0.3849023363442137,0.36901507542515044,0.0022898758016211486,18-07-16
