Date, Open, High, Low, Close
11/20/20, 454.78, 450.77, 450.77, 450.77
11/19/20, 453.45, 454.78, 454.78, 454.78
11/18/20, 457.62, 453.45, 453.45, 453.45
11/17/20, 458.56, 457.62, 457.62, 457.62
11/16/20, 448.35, 458.56, 458.56, 458.56
11/13/20, 441.35, 448.35, 448.35, 448.35
11/12/20, 448.89, 441.35, 441.35, 441.35
11/11/20, 451.14, 448.89, 448.89, 448.89
11/10/20, 447.89, 451.14, 451.14, 451.14
11/09/20, 414.07, 447.89, 447.89, 447.89
11/06/20, 417.44, 414.07, 414.07, 414.07
11/05/20, 407.43, 417.44, 417.44, 417.44
11/04/20, 412.65, 407.42, 407.42, 407.42
11/03/20, 403.78, 412.65, 412.65, 412.65
11/02/20, 396.09, 403.78, 403.78, 403.78
10/30/20, 395.01, 396.09, 396.09, 396.09
10/29/20, 392.34, 395.01, 395.01, 395.01
10/28/20, 402.27, 392.34, 392.34, 392.34
10/27/20, 410.10, 402.27, 402.27, 402.27
10/26/20, 419.47, 410.10, 410.10, 410.10
10/23/20, 417.99, 419.47, 419.47, 419.47
10/22/20, 410.28, 417.99, 417.99, 417.99
10/21/20, 412.01, 410.28, 410.28, 410.28
10/20/20, 408.67, 412.01, 412.01, 412.01
10/19/20, 415.21, 408.67, 408.67, 408.67
10/16/20, 414.87, 415.21, 415.21, 415.21
10/15/20, 411.55, 414.87, 414.87, 414.87
10/14/20, 415.99, 411.55, 411.55, 411.55
10/13/20, 423.89, 415.99, 415.99, 415.99
10/12/20, 419.12, 423.89, 423.89, 423.89
10/09/20, 418.84, 419.12, 419.12, 419.12
10/08/20, 413.23, 418.84, 418.84, 418.84
10/07/20, 406.16, 413.23, 413.23, 413.23
10/06/20, 410.41, 406.16, 406.16, 406.16
10/05/20, 404.00, 410.41, 410.41, 410.41
10/02/20, 401.18, 404.00, 404.00, 404.00
10/01/20, 400.28, 401.18, 401.18, 401.18
09/30/20, 395.37, 400.28, 400.28, 400.28
09/29/20, 399.97, 395.37, 395.37, 395.37
09/28/20, 391.10, 399.97, 399.97, 399.97
09/25/20, 386.97, 391.10, 391.10, 391.10
09/24/20, 386.22, 386.97, 386.97, 386.97
09/23/20, 394.88, 386.22, 386.22, 386.22
09/22/20, 398.24, 394.88, 394.88, 394.88
09/21/20, 408.43, 398.24, 398.24, 398.24
09/18/20, 409.42, 408.43, 408.43, 408.43
09/17/20, 413.56, 409.42, 409.42, 409.42
09/16/20, 409.04, 413.56, 413.56, 413.56
09/15/20, 414.70, 409.04, 409.04, 409.04
09/14/20, 409.33, 414.70, 414.70, 414.70
09/11/20, 406.25, 409.33, 409.33, 409.33
09/10/20, 412.07, 406.25, 406.25, 406.25
09/09/20, 408.34, 412.07, 412.07, 412.07
09/08/20, 419.21, 408.34, 408.34, 408.34
09/04/20, 415.99, 425.42, 412.45, 419.21
09/03/20, 422.68, 415.99, 415.99, 415.99
09/02/20, 416.43, 422.68, 422.68, 422.68
09/01/20, 415.53, 416.43, 416.43, 416.43
08/31/20, 420.73, 415.53, 415.53, 415.53
08/28/20, 418.84, 420.73, 420.73, 420.73
08/27/20, 411.67, 418.84, 418.84, 418.84
08/26/20, 413.65, 411.67, 411.67, 411.67
08/25/20, 412.53, 413.65, 413.65, 413.65
08/24/20, 403.15, 412.53, 412.53, 412.53
08/21/20, 404.25, 403.18, 403.18, 403.18
08/20/20, 407.89, 404.26, 404.26, 404.26
08/19/20, 408.20, 407.91, 407.91, 407.91
08/18/20, 410.95, 408.22, 408.22, 408.22
08/17/20, 417.37, 410.98, 410.98, 410.98
08/14/20, 416.34, 417.39, 417.39, 417.39
08/13/20, 418.79, 416.33, 416.33, 416.33
08/12/20, 420.16, 418.90, 418.90, 418.90
08/11/20, 414.81, 420.12, 420.12, 420.12
08/10/20, 412.09, 414.73, 414.73, 414.73
08/07/20, 403.27, 412.08, 412.08, 412.08
08/06/20, 403.80, 403.29, 403.29, 403.29
08/05/20, 398.05, 403.89, 403.89, 403.89
08/04/20, 399.83, 398.07, 398.07, 398.07
08/03/20, 399.01, 399.83, 399.83, 399.83
07/31/20, 398.82, 399.06, 399.06, 399.06
07/30/20, 406.39, 399.02, 399.02, 399.02
07/29/20, 398.44, 406.48, 406.48, 406.48
07/28/20, 399.56, 398.45, 398.45, 398.45
07/27/20, 402.85, 399.58, 399.58, 399.58
07/24/20, 404.25, 402.85, 402.85, 402.85
07/23/20, 403.61, 404.33, 404.33, 404.33
07/22/20, 403.96, 403.61, 403.61, 403.61
07/21/20, 396.42, 403.96, 403.96, 403.96
07/20/20, 397.87, 396.40, 396.40, 396.40
07/17/20, 401.27, 397.87, 397.87, 397.87
07/16/20, 401.40, 401.26, 401.26, 401.26
07/15/20, 394.10, 401.47, 401.47, 401.47
07/14/20, 391.21, 393.95, 393.95, 393.95
07/13/20, 390.01, 391.22, 391.22, 391.22
07/10/20, 376.87, 389.97, 389.97, 389.97
07/09/20, 385.14, 376.87, 376.87, 376.87
07/08/20, 381.12, 385.14, 385.14, 385.14
07/07/20, 389.19, 381.12, 381.12, 381.12
07/06/20, 381.75, 389.19, 389.19, 389.19
07/02/20, 381.50, 390.79, 380.86, 381.75
07/01/20, 385.49, 381.50, 381.50, 381.50
06/30/20, 379.56, 385.49, 385.49, 385.49
06/29/20, 375.74, 379.56, 379.56, 379.56
06/26/20, 392.85, 375.84, 375.84, 375.84
06/25/20, 382.50, 392.86, 392.86, 392.86
06/24/20, 396.38, 382.51, 382.51, 382.51
06/23/20, 394.74, 396.43, 396.43, 396.43
06/22/20, 396.67, 394.78, 394.78, 394.78
06/19/20, 399.37, 396.68, 396.68, 396.68
06/18/20, 399.73, 399.37, 399.37, 399.37
06/17/20, 405.29, 399.73, 399.73, 399.73
06/16/20, 399.56, 405.29, 405.29, 405.29
06/15/20, 394.14, 399.56, 399.56, 399.56
06/12/20, 382.62, 394.14, 394.14, 394.14
06/11/20, 416.70, 382.62, 382.62, 382.62
06/10/20, 432.93, 416.70, 416.70, 416.70
06/09/20, 442.27, 432.93, 432.93, 432.93
06/08/20, 434.64, 442.27, 442.27, 442.27
06/05/20, 418.46, 434.64, 434.64, 434.64
06/04/20, 410.36, 418.46, 418.46, 418.46
06/03/20, 395.23, 410.36, 410.36, 410.36
06/02/20, 392.01, 395.23, 395.23, 395.23
06/01/20, 387.52, 392.01, 392.01, 392.01
05/29/20, 392.28, 387.52, 387.52, 387.52
05/28/20, 398.50, 392.28, 392.28, 392.28
05/27/20, 381.92, 398.50, 398.50, 398.50
05/26/20, 363.60, 381.92, 381.92, 381.92
05/22/20, 364.54, 364.66, 359.63, 363.60
05/21/20, 365.83, 364.54, 364.54, 364.54
05/20/20, 357.89, 365.83, 365.83, 365.83
05/19/20, 367.15, 357.89, 357.89, 357.89
05/18/20, 348.60, 367.15, 367.15, 367.15
05/15/20, 351.18, 348.60, 348.60, 348.60
05/14/20, 342.14, 351.18, 351.18, 351.18
05/13/20, 352.74, 342.14, 342.14, 342.14
05/12/20, 362.42, 352.74, 352.74, 352.74
05/11/20, 369.60, 362.42, 362.42, 362.42
05/08/20, 361.68, 369.60, 369.60, 369.60
05/07/20, 353.83, 361.68, 361.68, 361.68
05/06/20, 362.19, 353.83, 353.83, 353.83
05/05/20, 362.44, 362.19, 362.19, 362.19
05/04/20, 365.79, 362.44, 362.44, 362.44
05/01/20, 378.34, 365.79, 365.79, 365.79
04/30/20, 388.77, 378.34, 378.34, 378.34
04/29/20, 377.42, 388.77, 388.77, 388.77
04/28/20, 374.02, 377.42, 377.42, 377.42
04/27/20, 360.99, 374.02, 374.02, 374.02
04/24/20, 355.96, 360.99, 360.99, 360.99
04/23/20, 357.50, 355.96, 355.96, 355.96
04/22/20, 353.65, 357.50, 357.50, 357.50
04/21/20, 365.35, 353.65, 353.65, 353.65
04/20/20, 372.64, 365.35, 365.35, 365.35
04/17/20, 352.99, 372.64, 372.64, 372.64
04/16/20, 359.22, 352.99, 352.99, 352.99
04/15/20, 375.62, 359.22, 359.22, 359.22
04/14/20, 374.38, 375.62, 375.62, 375.62
04/13/20, 388.28, 374.38, 374.38, 374.38
04/09/20, 369.12, 393.01, 369.12, 388.28
04/08/20, 353.56, 369.12, 369.12, 369.12
04/07/20, 350.26, 353.56, 353.56, 353.56
04/06/20, 325.95, 350.26, 350.26, 350.26
04/03/20, 333.40, 325.95, 325.95, 325.95
04/02/20, 325.37, 333.40, 333.40, 333.40
04/01/20, 346.02, 325.37, 325.37, 325.37
03/31/20, 356.70, 346.02, 346.02, 346.02
03/30/20, 349.66, 356.70, 356.70, 356.70
03/27/20, 361.62, 349.66, 349.66, 349.66
03/26/20, 339.78, 361.62, 361.62, 361.62
03/25/20, 330.99, 339.78, 339.78, 339.78
03/24/20, 293.55, 330.99, 330.99, 330.99
03/23/20, 312.65, 293.55, 293.55, 293.55
03/20/20, 323.22, 312.65, 312.65, 312.65
03/19/20, 316.10, 323.22, 323.22, 323.22
03/18/20, 346.78, 316.10, 316.10, 316.10
03/17/20, 327.98, 346.78, 346.78, 346.78
03/16/20, 381.20, 327.87, 327.87, 327.87
03/13/20, 336.64, 381.20, 381.20, 381.20
03/12/20, 377.14, 336.66, 336.66, 336.66
03/11/20, 399.27, 377.30, 377.30, 377.30
03/10/20, 376.62, 399.35, 399.35, 399.35
03/09/20, 422.58, 376.60, 376.60, 376.60
03/06/20, 436.89, 422.74, 422.74, 422.74
03/05/20, 459.25, 437.12, 437.12, 437.12
03/04/20, 444.86, 459.55, 459.55, 459.55
03/03/20, 462.16, 444.92, 444.92, 444.92
03/02/20, 440.65, 462.16, 462.16, 462.16
02/28/20, 452.15, 440.70, 440.70, 440.70
02/27/20, 472.92, 452.33, 452.33, 452.33
02/26/20, 476.25, 473.01, 473.01, 473.01
02/25/20, 493.00, 476.22, 476.22, 476.22
02/24/20, 509.58, 493.01, 493.01, 493.01
02/21/20, 514.68, 509.70, 509.70, 509.70
02/20/20, 515.35, 514.70, 514.70, 514.70
02/19/20, 511.59, 515.37, 515.37, 515.37
02/18/20, 516.11, 511.60, 511.60, 511.60
02/14/20, 515.78, 516.48, 513.75, 516.18
02/13/20, 515.87, 515.78, 515.78, 515.78
02/12/20, 515.61, 516.01, 516.01, 516.01
02/11/20, 513.53, 515.63, 515.63, 515.63
02/10/20, 512.48, 513.56, 513.56, 513.56
02/07/20, 514.30, 512.49, 512.49, 512.49
02/06/20, 514.89, 514.33, 514.33, 514.33
02/05/20, 505.28, 515.20, 515.20, 515.20
02/04/20, 500.12, 505.25, 505.25, 505.25
02/03/20, 497.08, 500.06, 500.06, 500.06
01/31/20, 507.17, 497.10, 497.10, 497.10
01/30/20, 501.00, 507.35, 507.35, 507.35
01/29/20, 501.87, 501.09, 501.09, 501.09
01/28/20, 496.23, 501.89, 501.89, 501.89
01/27/20, 503.99, 496.28, 496.28, 496.28
01/24/20, 510.95, 504.03, 504.03, 504.03
01/23/20, 512.17, 510.99, 510.99, 510.99
01/22/20, 510.67, 512.19, 512.19, 512.19
01/21/20, 515.28, 510.83, 510.83, 510.83
01/17/20, 513.07, 515.97, 513.07, 515.28
01/16/20, 509.06, 513.07, 513.07, 513.07
01/15/20, 511.94, 509.14, 509.14, 509.14
01/14/20, 513.18, 511.95, 511.95, 511.95
01/13/20, 509.48, 513.18, 513.18, 513.18
01/10/20, 513.48, 509.47, 509.47, 509.47
01/09/20, 509.56, 513.48, 513.48, 513.48
01/08/20, 506.82, 509.56, 509.56, 509.56
01/07/20, 510.01, 506.82, 506.82, 506.82
01/06/20, 510.51, 510.23, 510.23, 510.23
01/03/20, 515.78, 510.52, 510.52, 510.52
01/02/20, 511.35, 516.21, 516.21, 516.21
12/31/19, 509.90, 511.53, 508.77, 511.39
12/30/19, 511.76, 509.90, 509.90, 509.90
12/27/19, 512.60, 511.89, 511.89, 511.89
12/26/19, 509.66, 512.59, 512.59, 512.59
12/24/19, 509.28, 509.96, 508.75, 509.79
12/23/19, 510.18, 509.28, 509.28, 509.28
12/20/19, 509.89, 510.17, 510.17, 510.17
12/19/19, 509.68, 509.88, 509.88, 509.88
12/18/19, 512.16, 509.73, 509.73, 509.73
12/17/19, 509.65, 512.16, 512.16, 512.16
12/16/19, 507.66, 509.67, 509.67, 509.67
12/13/19, 509.97, 507.63, 507.63, 507.63
12/12/19, 499.98, 510.03, 510.03, 510.03
12/11/19, 501.02, 500.03, 500.03, 500.03
12/10/19, 501.08, 501.06, 501.06, 501.06
12/09/19, 502.53, 501.07, 501.07, 501.07
12/06/19, 495.93, 502.58, 502.58, 502.58
12/05/19, 493.74, 495.88, 495.88, 495.88
12/04/19, 489.23, 494.04, 494.04, 494.04
12/03/19, 495.75, 489.21, 489.21, 489.21
12/02/19, 498.91, 495.74, 495.74, 495.74
11/29/19, 499.92, 498.96, 498.96, 498.96
11/27/19, 498.15, 500.37, 497.93, 500.03
11/26/19, 498.73, 498.15, 498.15, 498.15
11/25/19, 495.44, 498.74, 498.74, 498.74
11/22/19, 491.79, 495.51, 495.51, 495.51
11/21/19, 492.26, 491.78, 491.78, 491.78
11/20/19, 494.70, 492.26, 492.26, 492.26
11/19/19, 493.90, 494.73, 494.73, 494.73
11/18/19, 493.22, 493.95, 493.95, 493.95
11/15/19, 490.99, 493.22, 493.22, 493.22
11/14/19, 490.54, 490.99, 490.99, 490.99
11/13/19, 493.33, 490.55, 490.55, 490.55
11/12/19, 493.19, 493.38, 493.38, 493.38
11/11/19, 494.49, 493.20, 493.20, 493.20
11/08/19, 494.36, 494.49, 494.49, 494.49
11/07/19, 490.73, 494.41, 494.41, 494.41
11/06/19, 489.11, 491.13, 491.13, 491.13
11/05/19, 487.06, 489.12, 489.12, 489.12
11/04/19, 482.75, 487.06, 487.06, 487.06
11/01/19, 475.82, 482.76, 482.76, 482.76
10/31/19, 478.56, 475.99, 475.99, 475.99
10/30/19, 479.22, 478.62, 478.62, 478.62
10/29/19, 477.94, 479.31, 479.31, 479.31
10/28/19, 475.60, 477.97, 477.97, 477.97
10/25/19, 473.23, 475.59, 475.59, 475.59
10/24/19, 473.46, 473.26, 473.26, 473.26
10/23/19, 471.74, 473.45, 473.45, 473.45
10/22/19, 473.16, 471.76, 471.76, 471.76
10/21/19, 466.49, 473.09, 473.09, 473.09
10/18/19, 465.34, 466.45, 466.45, 466.45
10/17/19, 464.84, 465.37, 465.37, 465.37
10/16/19, 465.91, 464.84, 464.84, 464.84
10/15/19, 459.85, 465.98, 465.98, 465.98
10/14/19, 459.30, 459.86, 459.86, 459.86
10/11/19, 453.54, 459.31, 459.31, 459.31
10/10/19, 448.86, 453.50, 453.50, 453.50
10/09/19, 444.47, 448.90, 448.90, 448.90
10/08/19, 453.63, 444.47, 444.47, 444.47
10/07/19, 455.63, 453.65, 453.65, 453.65
10/04/19, 447.02, 455.67, 455.67, 455.67
10/03/19, 445.81, 447.03, 447.03, 447.03
10/02/19, 455.83, 446.30, 446.30, 446.30
10/01/19, 465.56, 455.86, 455.86, 455.86
09/30/19, 465.99, 465.54, 465.54, 465.54
09/27/19, 464.86, 466.03, 466.03, 466.03
09/26/19, 466.73, 464.93, 464.93, 464.93
09/25/19, 463.36, 466.75, 466.75, 466.75
09/24/19, 467.77, 463.36, 463.36, 463.36
09/23/19, 466.95, 467.76, 467.76, 467.76
09/20/19, 469.99, 466.96, 466.96, 466.96
09/19/19, 471.83, 469.98, 469.98, 469.98
09/18/19, 469.84, 471.88, 471.88, 471.88
09/17/19, 469.36, 469.84, 469.84, 469.84
09/16/19, 471.62, 469.39, 469.39, 469.39
09/13/19, 467.72, 471.68, 471.68, 471.68
09/12/19, 465.53, 467.76, 467.76, 467.76
09/11/19, 462.84, 465.60, 465.60, 465.60
09/10/19, 461.02, 462.85, 462.85, 462.85
09/09/19, 453.96, 460.99, 460.99, 460.99
09/06/19, 453.95, 454.01, 454.01, 454.01
09/05/19, 445.26, 453.94, 453.94, 453.94
09/04/19, 440.65, 445.49, 445.49, 445.49
09/03/19, 445.64, 440.72, 440.72, 440.72
08/30/19, 443.89, 447.91, 443.89, 445.65
08/29/19, 437.32, 443.89, 443.89, 443.89
08/28/19, 433.47, 437.42, 437.42, 437.42
08/27/19, 436.52, 433.46, 433.46, 433.46
08/26/19, 431.85, 436.50, 436.50, 436.50
08/23/19, 443.07, 431.84, 431.84, 431.84
08/22/19, 440.33, 443.07, 443.07, 443.07
08/21/19, 438.31, 440.32, 440.32, 440.32
08/20/19, 444.47, 438.32, 438.32, 438.32
08/19/19, 440.17, 444.53, 444.53, 444.53
08/16/19, 432.17, 440.19, 440.19, 440.19
08/15/19, 430.82, 432.16, 432.16, 432.16
08/14/19, 446.58, 430.82, 430.82, 430.82
08/13/19, 441.43, 446.72, 446.72, 446.72
08/12/19, 449.28, 441.29, 441.29, 441.49
08/09/19, 451.28, 449.93, 449.93, 449.93
08/08/19, 443.58, 451.27, 451.27, 451.27
08/07/19, 449.29, 443.89, 443.89, 443.89
08/06/19, 442.70, 449.34, 449.34, 449.34
08/05/19, 457.51, 442.67, 442.67, 442.67
08/02/19, 458.30, 457.56, 457.56, 457.56
08/01/19, 469.45, 458.55, 458.55, 458.55
07/31/19, 471.47, 469.45, 469.45, 469.45
07/30/19, 472.21, 471.49, 471.49, 471.49
07/29/19, 476.11, 472.36, 472.36, 472.36
07/26/19, 471.38, 476.09, 476.09, 476.09
07/25/19, 474.26, 471.42, 471.42, 471.42
07/24/19, 469.92, 474.23, 474.23, 474.23
07/23/19, 464.84, 469.93, 469.93, 469.93
07/22/19, 463.66, 464.65, 464.65, 464.65
07/19/19, 465.94, 463.68, 463.68, 463.68
07/18/19, 462.07, 465.94, 465.94, 465.94
07/17/19, 466.26, 462.15, 462.15, 462.15
07/16/19, 467.49, 466.27, 466.27, 466.27
07/15/19, 469.97, 467.48, 467.48, 467.48
07/12/19, 467.10, 469.97, 469.97, 469.97
07/11/19, 464.44, 467.11, 467.11, 467.11
07/10/19, 466.47, 464.34, 464.34, 464.34
07/09/19, 464.80, 466.49, 466.49, 466.49
07/08/19, 467.81, 464.87, 464.87, 464.87
07/05/19, 466.05, 467.83, 467.83, 467.83
07/03/19, 463.29, 466.13, 462.75, 466.05
07/02/19, 464.03, 463.29, 463.29, 463.29
07/01/19, 458.93, 464.14, 464.14, 464.14
06/28/19, 452.55, 458.92, 458.92, 458.92
06/27/19, 448.53, 452.56, 452.56, 452.57
06/26/19, 449.19, 448.44, 448.44, 448.44
06/25/19, 450.77, 449.17, 449.17, 449.17
06/24/19, 452.29, 450.77, 450.77, 450.77
06/21/19, 453.50, 452.28, 452.28, 452.28
06/20/19, 451.24, 453.50, 453.50, 453.50
06/19/19, 452.21, 451.26, 451.26, 451.26
06/18/19, 446.31, 452.20, 452.20, 452.20
06/17/19, 450.55, 446.34, 446.34, 446.34
06/14/19, 449.38, 450.55, 450.55, 450.55
06/13/19, 448.24, 449.39, 449.39, 449.39
06/12/19, 452.65, 448.34, 448.34, 448.34
06/11/19, 452.62, 452.63, 452.63, 452.63
06/10/19, 448.65, 452.62, 452.62, 452.62
06/07/19, 449.42, 448.64, 448.64, 448.64
06/06/19, 447.64, 449.52, 449.52, 449.52
06/05/19, 445.29, 447.87, 447.87, 447.87
06/04/19, 433.63, 445.34, 445.34, 445.34
06/03/19, 430.64, 433.60, 433.60, 433.60
05/31/19, 436.99, 430.65, 430.65, 430.65
