DBR,AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,NDB,SANPAO,SANTNDR,SEB,SOCGEN,UBS,UCBAG,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA
-0.104989632,0.006804027,-0.227481126,-0.130845632,-0.004546618,-0.103817601,-0.112481294,-0.163527533,-0.000710652,-0.011889094,-0.047010185,-0.145995408,-0.029983815,-0.077886907,-0.020757348,-0.109487522,-0.073317008,-0.043109428,-0.109511528,-0.17383346,-0.041205631,-0.098151239,-0.114912922,-0.000465075,-0.119721849,-0.115495681,-0.119571853,0.039002299,-0.070693516,-0.016222015
-0.2307379,0.020025321,-0.004894578,-0.052187267,-0.058618105,-0.034177622,-0.062122708,-0.10971244,0.037056259,-0.017671616,0.017488109,-0.040685874,-0.092969001,-0.031817264,-3.48E-05,-0.062840219,-0.021272333,-0.059855173,-0.041562073,0.003572851,-0.02052136,-0.149857214,-0.035341333,0.000149998,-0.043969654,-0.027385056,-0.047579103,-0.216872256,-0.111155588,-0.328140875
0.009617946,-0.046473807,0.087803617,0.079812854,0.048330682,0.059682725,0.017688326,0.04927245,2.37E-05,-0.017970086,-0.069014465,0.106039161,-0.067987654,-0.001817006,0.000341821,0.051431888,0.054817775,-0.042419404,0.050752932,0.052787726,-0.004825389,-0.035345575,0.033499841,-9.02E-06,0.026336231,0.057439029,0.028580274,0.000360339,-0.056783094,0.111834426
-0.118173072,-0.0122683,-0.067870376,-0.111296211,-0.024974357,-0.084224984,-0.144615271,-0.11298931,-0.000244356,-0.004953517,-0.066071525,-0.073994882,0.014588806,0.019289137,0.000227561,-0.069954333,-0.0809308,-0.00940113,-0.106830588,-0.156167675,0.051444472,0.00483647,-0.097983425,-0.000213306,-0.117618765,-0.064730333,-0.1184203,-0.000996174,0.005579949,0.016095464
-0.006334238,-0.071934007,0.032687007,0.086692613,-0.014118884,0.029593041,-0.005250012,0.111994243,0.00032225,-0.009325984,0.079193126,0.037243788,0.016878333,-0.001320644,-0.00034252,-0.020642285,0.011004499,-0.00190907,0.066646596,0.016745283,0.006967963,-0.06556888,0.031677023,0.000404833,0.03008128,0.039896773,0.023472414,0.001286871,-0.076959613,-0.122005544
0.011242161,-0.109508036,0.054539857,0.062434527,-0.001183587,0.061854639,0.037989035,0.045364698,6.72E-05,-0.008318603,0.1034164,0.072854014,-0.023505428,-0.03892191,-0.000520315,0.066788773,0.053663291,0.01991518,0.092014503,0.08798695,-0.099333636,0.016762851,0.001527301,0.008930145,-0.008982885,-0.001672041,-0.008929198,0.001447351,-0.062061654,-0.132434448
0.020452815,0.09031478,0.07817462,0.050849922,0.041045838,0.018138928,0.065320182,0.000696083,0.000278294,-0.013307255,0.072822561,0.096024808,-0.016199372,0.077997141,0.00017274,0.030674922,0.04375716,0.006723446,0.05550161,0.028901517,0.011715542,-0.068279377,0.067123898,-0.081942055,0.081354315,0.088924894,0.081437973,-5.39E-05,0.031126758,0.010008123
0.046162548,-0.00901502,0.052442066,0.020845492,0.018696232,0.028612205,0.040162677,-0.024108453,0.000334787,-0.002009049,-0.001859738,0.059339128,0.02449477,0.010328793,-0.000339287,0.019969446,-0.001310173,0.016778262,0.023031078,0.059039499,-0.019598912,0.065089448,0.039168967,0.078478653,0.02868284,0.023509393,0.027690217,0.001626926,-0.00015618,-0.034965067
-0.018544746,0.047469555,0.02193055,0.03750927,0.030048503,0.053868783,0.026873872,0.051255558,-0.000201686,0.034066579,0.007708805,0.037961614,0.068585281,0.022310124,5.77E-05,0.037941596,0.042681667,0.041484546,0.035319767,0.020565902,-0.029007336,0.012286837,0.05785961,-0.04572959,0.027078798,0.037972185,0.032983865,-0.000248844,0.038583626,0.04161955
-0.020794998,0.040892722,-0.087872201,-0.085367572,-0.007528806,-0.074597964,-0.126496318,-0.112433525,-0.000171475,0.010688226,-0.00577758,-0.064573932,0.05533962,-0.004254811,8.93E-06,-0.075979605,-0.072957481,0.017885806,-0.088435278,-0.094459206,-0.000908161,0.0907597,-0.072615271,-0.307626647,-0.081356221,-0.072187942,-0.070381526,-0.000531482,-0.005637948,-0.011453926
-0.011398036,0.00847543,0.002863145,0.036422005,0.021864799,0.023982695,0.038484224,0.069007667,0.001254372,0.003588266,-0.042682845,-0.01756271,-0.01303268,-0.069013176,0.01975551,0.049165026,0.039988043,0.009375336,0.024216589,0.07698495,0.011900278,-0.026565562,0.02902253,-0.023397234,0.029499589,0.033525523,0.013167485,0.001178903,-0.002998882,-0.023213146
0.040216361,0.024551488,-0.030709124,0.007726673,0.014316572,0.009901693,0.015367537,0.00469962,-0.000675723,-0.003804321,-0.002054802,-0.031477559,0.05435978,0.070880559,-0.019806666,0.015357077,0.021403418,0.003781709,0.006365326,-0.003623337,-0.00463874,0.07699646,0.07714287,0.041037019,0.0474437,0.069369345,0.051760733,-0.001481053,0.020601757,0.062267765
-0.075875315,0.006413565,-0.062818297,-0.111875611,-0.007262537,-0.044633731,-0.075344739,-0.106868062,0.000173158,0.000343614,-0.022113118,-0.057216397,0.00595133,0.020697338,-4.58E-05,-0.065747928,-0.05590352,-0.033225408,-0.074807993,-0.099193604,-0.005693258,-0.048492887,-0.097202647,-0.133325489,-0.081609197,-0.044654875,-0.073358793,-0.003167472,-0.01439994,-0.050977325
0.116845922,-0.042529135,0.012754935,-0.020053107,-0.006208883,0.000771704,-0.022058557,0.003361541,0.000123007,-0.001436906,-0.025482142,0.010660986,-0.236159247,0.080439477,-0.000300473,0.009731755,-0.013763126,-0.003802787,-0.040867212,0.021615567,-0.002192602,-0.015896834,0.030302541,0.076205232,0.045833478,0.033244513,0.042615869,0.001091202,-0.043485152,-0.002127918
-0.017639204,-0.033882538,0.02248424,0.051743427,0.011567345,0.046078367,0.053204986,0.062188794,0.000968747,0.014037921,0.018067449,0.044507706,0.060678777,-0.118464263,-0.00075076,0.040048824,0.045388474,0.067649634,0.050056907,0.058512461,0.00412072,0.011203114,0.047552501,0.001789851,0.045149759,0.043168376,0.048994766,-0.007359012,0.01852899,0.015355679
0.01149317,8.05E-06,-0.003854361,0.01325744,0.02707794,0.010992765,0.016637651,-0.005682497,-0.001693629,0.002179946,0.008868281,0.00380879,0.011119501,0.155765464,0.000812127,0.026725099,0.021990562,-0.047993236,0.019064549,0.017841733,0.014749182,0.025711375,0.023974244,-0.009271062,0.030881183,0.024847688,0.022603395,-0.000946389,-0.014497022,0.013578974
-0.011635244,-0.027674716,0.077406055,0.024185263,0.02604854,0.020815369,0.00676714,0.019010996,0.022226698,-0.002179932,-0.002897705,0.051288937,0.009734366,-0.127574908,-0.001137515,0.029122021,0.020780077,-0.007314046,0.008684061,0.02055208,2.75E-05,0.034265508,0.031942634,-0.09301043,0.021902421,-0.008379985,0.020758869,-0.073605034,-0.000685971,-0.014354285
0.026336497,0.011564297,0.025762077,0.075647376,0.106177271,0.04828649,0.037388594,0.068584597,0.009771805,-0.000792182,0.007059765,0.048500056,0.038269097,0.142115626,-8.48E-05,0.047294829,0.045536016,0.019488468,0.081987625,0.058922286,0.015780385,0.029289863,0.010347461,0.005440786,0.005760924,0.000569347,0.014762425,0.052572636,0.051070812,0.167497849
0.090120299,0.022390007,-0.036972358,-0.001301384,0.00731792,-0.010719625,-0.012079392,-0.038305748,-0.010144395,0.000608919,0.052143209,-0.047547883,0.036568613,0.001224694,-7.25E-05,-0.009231584,-0.019093825,0.057066382,-0.005621922,-0.023517713,-0.015410701,-0.000165236,-0.020266583,0.020474933,-0.013952143,-0.01458838,-0.014245096,-9.18E-05,0.062756102,-0.10943978
0.00278914,0.010481263,0.005713062,0.014027558,-0.038997685,-0.007466,0.004399624,-0.026504638,0.000619425,0.002588745,-0.055667046,0.020634449,0.017562882,-0.139688426,-7.86E-05,0.011536207,0.01033752,0.008357433,0.012217623,-0.000912293,-8.80E-06,0.024540894,-0.019539637,-0.025147447,-0.028055112,-0.013893331,-0.033310328,0.000137171,0.165135977,0.03618713
0.053522586,-0.000598832,-0.04066142,-0.019374551,0.009542677,-0.006059015,-0.029086272,-0.026216836,-0.000255501,-0.000971511,0.01707033,-0.011747326,-0.001841416,0.000773789,-0.000166657,-0.00249873,0.018976611,-0.047527048,-0.011764719,-0.026478663,-0.000341732,-0.000692348,-0.002637051,0.00408223,0.009670061,-0.000161713,0.007084359,0.013296887,-0.055126034,0.005435242
-0.01231469,0.00823353,0.014086198,0.030270657,0.037301617,0.025139801,0.025094474,0.048227606,-0.00051394,-0.001023513,0.019648081,0.027835057,0.040901355,0.140516319,0.001133951,0.02338532,0.029671595,0.001036227,0.028796897,0.028447188,-0.009163248,7.54E-05,0.040398468,0.052296411,0.023431421,0.025708268,0.029519747,0.003276308,-0.001989405,-0.023154055
0.026599576,-0.001899959,-0.004612154,0.009646081,-0.000705698,0.014269215,0.005106339,0.027512432,7.60E-05,-0.001319105,-0.012747073,0.010763966,0.004191814,0.000246839,-0.000121376,0.007814089,0.002733814,0.00276267,0.016253802,0.012046173,-0.000114308,-0.004448558,-0.005355596,-0.056858938,-0.006274797,-0.002054184,-0.009192876,0.050108419,-0.000191604,0.001033775
0.068300994,0.000469524,0.101005659,0.103228488,0.036661487,0.121031251,0.060653437,0.170865366,0.000718337,-0.000354241,0.003212733,0.093447366,-0.014419755,-0.139695646,-0.00073917,0.091753076,0.094704068,0.036382562,0.094549376,0.11187191,0.009160623,0.000456308,0.030577962,0.009904567,0.04784437,0.041028405,0.050842798,0.000707861,4.74E-05,0.015758384
0.027771464,0.022862294,0.059009923,0.088888737,0.052271341,0.140843515,0.070386909,0.144558293,0.000291357,0.010218858,0.072441803,0.108937916,0.054242129,0.001125027,-0.000356824,0.123654188,0.128669625,0.019189012,0.099052686,0.042133137,-0.000161751,0.014668415,0.031626272,0.03538999,0.036031417,0.028125374,0.047610506,0.001320892,0.049224778,-0.021244213
0.00015296,0.044943364,0.031431794,0.053556576,0.160014299,0.023686776,0.035794344,0.066066469,-0.000402237,0.028298802,0.053812341,0.022469567,0.190226865,0.021407742,-0.000182418,0.051651902,0.056739816,0.034673612,0.037625782,0.026327452,0.015198257,0.14817191,0.041466597,-0.000953609,0.030335179,0.030604046,0.019346809,-0.000994065,0.07997872,0.045278789
-0.031077087,0.034169174,-0.034842114,-0.053722946,-0.013998457,-0.038094833,-0.044072547,-0.067355174,0.00027247,0.019243952,-0.007005105,-0.053343338,-0.054056579,4.86E-05,0.000204879,-0.047581544,-0.032429263,0.010781498,-0.046074148,-0.06773378,-0.033680438,0.293634375,0.009969433,-0.000227094,-0.006916765,0.010089955,0.002960196,0.000440648,0.000266755,0.006855989
0.019054313,0.013829272,-0.076404909,-0.030845872,-0.015128185,-0.047125085,-0.059247212,-0.145281068,0.000165808,-0.021549073,-0.029344505,-0.065197546,0.004617147,-0.021065582,-0.000192998,-0.042900154,-0.047124866,-0.006030053,-0.040921095,-0.040716787,0.002215187,-0.255819338,-0.077160648,0.029633763,-0.078576096,-0.105411783,-0.072091712,0.000472836,-0.019179219,-0.014490304
0.013080299,0.004766902,-0.020301432,0.000462627,0.013791863,0.004575021,-0.014931804,0.03470252,-0.00047907,0.036832637,-0.011736486,-0.010682152,-0.038186244,0.080603561,0.000638795,-0.023833903,-0.016941239,0.038035874,0.004205237,-0.003803892,0.032078904,-0.113317639,0.025929484,0.013099165,0.034399974,0.028072515,0.021913434,-0.006238503,0.025506012,0.005365998
0.058647981,-0.008305147,0.003173391,0.013720649,-0.01570382,0.009059549,-0.002775762,0.00142916,5.96E-05,0.034171541,-0.002056337,0.034660328,-0.011803185,-0.000775685,-9.80E-05,0.004901468,-0.017788274,0.013343534,0.004249667,0.005783273,-0.023885912,0.015912676,0.02396569,-0.002690155,0.024906252,0.025893117,0.029342916,0.000685908,0.040720296,-0.000137471
