,Date,DBR,AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,NDB,SANPAO,SANTNDR,SEB,SOCGEN,UBS,UCBAG,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA, Open, High, Low,Close
41,2016-02-11,16.4539,76.4228,151.749,134.4713,111.6828,177.7491,179.2083,267.8059,80.1172,166.621,155.5893,149.6867,87.3405,62.8396,119.25,186.5971,201.5289,102.5184,137.5525,102.651,85.6042,124.7819,152.7726,88.3723,158.1175,109.9814,158.0738,87.2688,151.3191,104.6734,272.74,264.89,264.89,264.89
42,2016-02-12,16.4179,81.2511,144.7588,120.3428,112.7392,168.2309,175.8026,234.5735,80.1218,167.7963,140.5212,142.7706,84.1887,63.0138,119.243,185.747,194.1605,102.0942,125.3572,99.0762,85.0002,133.3324,144.4951,88.3669,149.7868,102.9041,150.8603,87.2843,163.3048,117.871,264.88,275.5,275.5,275.5
43,2016-02-15,16.1175,89.8381,135.4042,110.7532,112.4236,154.767,165.7802,220.3091,80.1422,168.8689,124.3041,131.612,84.7514,65.5952,119.2645,170.0739,179.9684,99.5688,111.8273,89.3047,93.8682,131.1948,141.3664,87.6068,148.0898,100.7772,149.2454,87.2663,173.6531,134.1908,275.49,280.37,280.37,280.37
44,2016-02-16,15.7912,82.08,125.2222,105.2622,107.9025,151.985,155.2975,220.1558,80.1199,171.1311,115.5737,119.5618,86.1355,60.6734,119.2439,164.9361,172.2633,98.9016,105.7898,86.7606,92.7749,140.4656,132.1888,95.0878,136.5191,92.2025,137.5729,87.271,168.3311,132.8545,275.49,280.37,280.37,280.37
45,2016-02-17,14.9705,82.0793,117.3792,100.9927,105.4834,144.5542,146.1327,221.6521,80.1188,171.1425,113.5904,111.7189,82.6504,60.1235,119.2439,158.2651,168.7034,96.7593,101.1166,80.5034,94.6021,131.6929,124.5545,87.9363,129.9889,88.0557,131.2121,87.2371,168.2532,137.2032,280.36,283.89,283.89,283.89
46,2016-02-18,15.2822,78.4764,115.2358,97.8486,102.4775,137.819,143.1014,211.6244,80.1276,165.5024,113.338,107.8195,77.5438,58.7764,119.2486,153.3049,162.684,92.9635,98.228,79.2223,97.3891,130.0624,118.2377,92.0433,127.2543,85.3224,127.6705,87.2279,161.9137,131.7139,283.9,282.16,282.16,282.16
47,2016-02-19,15.6035,75.3331,125.8225,106.5721,103.2526,148.4983,162.4033,236.8138,80.1413,163.7434,113.9982,115.0131,73.3711,59.0269,119.2476,165.4125,175.0029,91.3163,107.3143,87.0726,97.4776,118.7777,127.1471,125.1966,138.0445,91.7127,136.9842,87.2741,162.8293,133.2318,282.11,282.48,282.48,282.48
48,2016-02-22,15.6828,74.1079,124.122,100.9221,100.6673,142.2665,153.4625,217.6847,80.0634,162.8789,116.9839,116.1798,73.2448,63.3124,116.8801,154.5569,164.8987,90.0584,102.7296,79.5093,96.3164,122.0396,121.3263,128.1931,131.6604,86.9536,132.8802,87.2661,163.2296,136.0311,282.51,286.71,286.71,286.71
49,2016-02-23,15.1481,72.8126,129.1994,101.7365,99.5395,143.2077,153.5356,219.5629,80.0978,163.7434,118.9601,120.6797,70.2692,58.9248,119.2492,154.7095,164.1766,90.0714,103.826,80.7713,96.7713,112.9437,114.0822,123.0115,127.5325,82.5383,128.0924,87.3125,159.9771,128.0895,286.7,281.47,281.47,281.47
50,2016-02-24,16.3103,72.1704,137.1203,113.1472,100.157,148.8738,164.6261,243.1817,80.0909,163.601,120.9898,127.4916,69.5348,57.7369,119.2437,164.2714,172.575,92.9852,111.2213,88.8127,97.3213,118.5749,125.0377,140.5667,137.6164,85.7827,137.1103,87.6189,162.2702,134.6878,281.44,280.9,280.9,280.9
