,Date,DBR,AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,NDB,SANPAO,SANTNDR,SEB,SOCGEN,UBS,UCBAG,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA, Open, High, Low,Close
214,2016-10-11,13.216,72.0697,104.8497,73.2696,75.8753,127.6205,140.1201,215.5673,77.162,127.5688,86.3456,81.0741,67.9435,58.0756,113.5851,139.8631,128.5989,65.8564,70.7409,72.3082,98.0927,75.348,80.7049,101.5891,95.5958,63.1648,92.6983,70.5265,62.8008,67.3394,327.33,323.86,323.86,323.86
215,2016-10-12,13.2229,72.0737,105.2021,72.5016,75.7719,127.511,139.6876,213.1853,77.1671,126.5581,89.4928,80.2986,67.8693,58.0852,113.5866,139.373,128.0255,65.8671,69.5906,71.6847,98.1682,74.6617,80.8099,101.6752,95.5954,62.9373,92.585,70.5031,63.4647,66.7011,323.86,324.34,324.34,324.34
216,2016-10-13,13.2456,72.0715,108.1636,72.6777,75.6208,129.1147,140.8855,217.5841,77.1661,126.2268,89.205,83.0764,67.7012,58.0854,113.5864,140.4697,128.7314,66.2572,70.8374,74.2882,97.5943,74.7048,81.6882,102.1591,95.4168,62.9839,92.0864,70.5337,63.4645,66.7852,324.3,320.78,320.78,320.78
217,2016-10-14,12.8495,72.0732,106.194,72.1742,75.529,127.8537,138.8772,218.0791,77.1687,126.8376,89.9817,81.6258,68.6082,58.0893,113.5884,139.2537,128.1243,66.3433,69.5062,72.7608,97.4562,74.7226,80.0088,102.2115,93.8997,61.8461,91.1339,70.5463,63.499,67.1256,320.81,322.37,322.37,322.37
218,2016-10-17,12.989,71.9351,105.7703,71.0428,74.9687,127.3194,138.7461,223.8281,76.9517,125.9342,88.595,81.2288,67.8884,57.6756,113.5158,136.6841,126.4199,65.911,68.997,72.0459,96.7429,73.508,78.0253,102.2452,91.8661,62.3962,89.39,65.3099,64.1257,67.3169,322.38,321.06,321.06,321.06
219,2016-10-18,11.9393,71.7419,105.3261,71.9138,75.0212,125.9923,137.5241,224.6883,77.1661,126.2031,86.8199,79.7519,67.7485,58.0873,113.5862,134.8922,127.0966,65.2037,69.0057,68.4045,96.4078,72.6536,77.4628,102.2377,90.0546,60.9704,88.1754,65.2754,64.3521,67.4712,321.22,323.52,323.52,323.52
220,2016-10-19,10.771,71.7426,102.6885,71.6796,74.897,124.2289,135.0713,222.6998,77.1675,126.6118,87.1702,76.3661,67.2932,57.9906,113.5872,132.1222,125.7875,65.1029,68.0121,68.2602,96.2317,72.3963,77.0522,102.2336,89.6463,60.6743,86.8501,65.2716,63.4611,67.3295,323.53,326.25,326.25,326.25
221,2016-10-20,10.655,71.7413,101.4239,70.4614,73.7827,122.9211,131.8458,215.6483,77.1675,127.7183,85.008,75.0478,66.7185,58.9372,113.5884,129.8444,123.3571,65.9127,67.1629,66.7739,96.3207,71.0655,77.1613,102.2284,89.9242,60.9172,86.3117,65.2621,63.1284,67.4791,326.23,326.19,326.19,326.19
222,2016-10-21,10.6789,71.7402,101.2422,71.386,73.8296,122.5152,131.409,213.7489,77.1659,124.6602,83.8252,74.545,66.1006,58.531,113.5882,129.6233,122.4194,64.8442,67.2676,66.715,95.9131,71.0426,77.0848,102.2237,90.1132,61.2561,86.5963,65.2507,64.1293,67.3476,326.18,326.2,326.2,326.2
223,2016-10-24,10.7253,71.4226,100.1239,71.1965,73.8837,120.3481,129.8237,205.0861,77.1907,125.0299,83.6759,73.4625,65.8686,58.2799,113.6074,128.3239,118.9072,66.0941,66.8727,66.0161,95.3107,71.1252,76.124,102.2559,88.8506,60.5397,85.9708,65.3196,63.789,67.3626,326.2,327.46,327.46,327.46
224,2016-10-25,10.7177,71.4068,102.9012,72.8054,72.3268,122.3218,130.986,209.5039,77.1645,123.4193,82.415,74.4236,64.9384,56.0863,113.5904,132.5386,118.7036,65.8979,68.0978,66.9814,95.5698,71.0441,76.6448,102.2227,89.5255,60.527,85.9447,65.2477,62.2961,67.2241,327.44,326.72,326.72,326.72
225,2016-10-26,10.8457,71.4066,105.4465,74.0269,73.6284,122.8804,132.1405,212.3271,77.1637,120.2648,82.5509,74.8321,66.1308,54.0791,113.5897,133.4831,120.2033,65.0906,70.2402,67.513,95.7183,71.0559,78.7534,102.2271,90.3489,61.9545,87.8352,65.2582,61.2232,68.1198,326.7,328.74,328.74,328.74
226,2016-10-27,10.8761,71.4031,104.2135,74.3587,74.0763,121.8894,133.6043,215.0953,77.1592,123.276,84.5581,74.4046,66.3408,54.5276,113.5884,133.8391,120.1425,66.0874,69.7446,67.2521,96.8027,71.8755,78.0945,102.2234,90.5715,61.8071,87.4121,65.2486,59.4697,67.8121,328.71,329.42,329.42,329.42
227,2016-10-28,10.8882,71.4014,101.1324,74.4569,73.7638,122.1254,134.6668,218.2965,77.1599,124.101,81.0952,71.331,66.6864,54.1328,113.591,136.9371,120.5329,65.9022,70.6614,67.0776,96.7557,71.8738,78.0209,102.2239,89.222,61.4295,87.0917,65.2488,59.5515,68.2546,329.43,328.09,328.09,328.09
228,2016-10-31,11.1089,71.4196,99.7027,75.2705,73.074,124.5723,137.7228,225.9357,77.1903,124.1843,79.9317,69.1189,66.8252,54.2411,113.6105,140.9151,121.2915,65.107,71.5337,67.2017,96.8263,71.9709,78.9225,102.2582,89.76,62.2954,87.4767,65.3218,60.5325,67.8792,328.09,327.75,327.75,327.75
229,2016-11-01,11.1093,71.406,94.3811,75.0873,73.9294,125.1943,139.0675,228.8209,77.1647,125.7026,78.3033,66.0971,67.1893,54.39,113.5919,146.6389,125.1508,65.1558,70.8157,66.7866,97.3753,71.9039,79.2706,102.2309,90.7878,62.655,88.3419,65.2657,57.3059,66.8804,327.77,326.47,326.47,326.47
230,2016-11-02,11.109,71.4028,95.2438,75.4959,76.0199,127.1957,140.7597,233.7748,77.1613,126.7021,78.0067,67.6419,67.3706,54.4107,113.5908,148.8814,126.8479,65.5576,72.4025,66.4427,97.4934,72.4898,80.8024,102.1422,92.7242,63.9874,89.7911,63.7835,59.5474,67.5117,326.11,323.89,323.89,323.89
231,2016-11-03,11.0783,71.4134,90.7891,74.3035,77.0827,125.9438,140.5093,231.3385,77.1674,125.3505,73.3459,64.9305,67.9882,54.0277,113.593,151.5127,127.0517,66.5528,70.0299,65.1164,97.6146,75.2317,81.9636,102.1357,94.3577,64.45,91.6794,63.8029,60.7961,67.6544,323.75,324.36,324.36,324.36
232,2016-11-04,11.156,70.7408,91.6455,74.0946,76.4036,127.0357,142.1404,229.9021,77.1607,127.5709,81.1676,64.8487,65.9626,53.9495,113.5913,154.0722,129.7966,66.5925,69.9939,65.5504,97.623,75.2134,81.8519,102.1295,94.4251,64.5167,92.2513,63.7784,60.2942,67.9762,324.37,322.84,322.84,322.84
233,2016-11-07,11.2449,70.7599,89.0183,72.7815,76.8796,125.5991,140.9878,230.151,77.1888,128.2474,80.3829,62.6548,64.6362,53.9593,113.6112,149.255,125.2848,65.4821,68.9022,63.0359,97.6951,74.6758,77.9932,102.1594,91.5324,60.5619,88.4705,62.8446,58.6386,68.0085,322.99,331.25,331.25,331.25
234,2016-11-08,11.2476,70.7421,88.5277,71.6707,75.4955,124.2353,139.5387,222.4767,77.1581,128.851,72.3803,62.667,64.2961,53.9333,113.3899,146.8446,123.4026,65.9966,67.8325,63.0185,98.3288,71.9749,77.7955,102.1186,90.8201,60.5981,87.3064,62.7589,58.2973,67.949,331.22,331.75,331.75,331.75
235,2016-11-09,11.8052,70.7532,89.5896,72.9927,74.9919,125.5955,141.7089,222.3171,77.159,128.0692,73.1877,64.5861,63.8672,53.9258,113.3905,148.8651,125.6404,66.3735,69.1148,65.0563,98.1949,71.9712,77.6011,102.1166,89.9242,61.1497,86.4362,62.7593,59.0448,66.6885,331.72,345.25,345.25,345.25
236,2016-11-10,11.5609,73.3862,85.619,71.9396,75.2615,121.7549,140.7709,218.6243,77.1592,128.6165,72.1788,61.9845,63.1472,53.9437,113.5933,147.3048,125.9978,66.0298,68.1708,63.6553,97.6108,69.4414,72.4908,102.0994,84.4104,54.7751,81.9552,62.7148,55.9785,66.0207,345.36,358.04,358.04,358.04
237,2016-11-11,12.2678,70.7344,87.8565,75.7767,74.3632,125.8187,142.5117,217.1163,77.1439,127.3008,74.3208,69.1573,63.4658,53.7874,113.5933,158.6527,136.9751,66.1468,73.2218,65.6558,97.5989,67.8799,72.4747,102.1168,85.5863,55.4526,81.9773,62.7542,58.9653,65.3008,358.01,359.43,359.43,359.43
238,2016-11-14,12.725,70.7551,91.1574,78.6848,75.7517,130.4835,145.6603,224.3038,77.1843,126.192,78.7292,74.2102,64.5402,54.932,113.5933,164.4999,142.5586,65.2076,77.0711,67.7996,97.6885,67.9768,71.7362,102.1543,84.1505,54.3751,81.331,62.8315,59.6296,61.6387,359.42,367.65,367.65,367.65
239,2016-11-15,12.8791,70.7387,88.8437,78.8916,76.0434,129.0726,146.4857,220.2425,77.1517,127.4639,83.183,71.8455,64.2102,55.0543,113.5933,160.3639,140.7152,65.1527,77.274,67.0027,97.5036,71.1282,72.2392,102.1061,84.6058,55.0269,81.9408,60.2383,58.3007,66.1836,367.63,367.85,367.85,367.85
240,2016-11-16,12.626,71.0745,89.8032,79.5692,75.8955,127.9392,145.422,218.1268,77.1648,125.8236,80.1225,73.041,64.6681,54.6449,103.5051,159.7652,138.0984,64.9841,78.7634,66.2281,97.6243,71.6797,72.4106,102.1265,85.3008,55.5976,81.5588,60.2821,57.9682,65.0289,367.77,362.64,362.64,362.64
241,2016-11-17,12.8754,71.0706,91.2167,83.1389,76.9184,129.1942,146.3157,217.68,77.1561,125.2,80.9687,74.9116,64.95,54.3317,104.4725,161.7221,139.2682,64.9319,82.323,64.8472,97.6259,71.693,72.5504,102.1316,86.1856,55.6902,81.6488,60.2921,58.6329,64.9667,362.6,367.17,367.17,367.17
242,2016-11-18,12.1828,71.4045,93.1879,86.6176,76.5546,132.3956,147.1928,220.8297,77.1613,127.7651,87.1938,77.1972,65.2787,54.6261,106.0063,164.3095,141.8158,66.0732,85.3803,65.5881,97.6404,71.6558,72.2995,102.1189,85.5395,55.7128,81.6912,60.2651,58.2997,64.2234,367.14,367.48,367.48,367.48
243,2016-11-21,12.346,72.0795,93.3062,86.6835,78.8684,130.3687,148.5651,251.2543,77.187,128.0776,87.4599,77.2959,66.4739,54.3756,107.2755,165.1601,143.483,65.2023,84.8947,65.3736,97.6974,71.7166,74.3465,102.1467,87.2617,57.7336,83.6744,60.312,58.2992,64.2272,367.52,368.62,368.62,368.62
244,2016-11-22,12.237,72.0635,91.5045,86.0219,77.7419,128.5703,145.5753,222.628,77.1569,126.126,86.5142,76.147,67.0159,54.477,107.5418,163.4441,142.3463,66.304,85.0648,64.6249,96.9183,75.1432,75.4106,102.1971,88.9382,57.8575,85.721,60.2887,58.6313,63.9038,368.62,369.0,369.0,369.0
245,2016-11-23,12.2104,72.0661,92.3835,87.7931,77.0862,129.2196,145.4901,219.8484,77.1612,124.0878,85.5086,77.1761,66.9539,54.5275,106.4026,165.5489,141.6064,66.3481,86.7895,64.9029,97.1157,75.1508,75.0107,102.2273,89.6219,57.9946,85.7318,60.2952,58.1001,63.9086,368.97,371.04,371.04,371.04
246,2016-11-24,12.4045,72.7233,91.7165,87.9144,77.5486,128.8398,145.2055,219.2239,77.1566,124.8364,88.2488,76.9368,67.3483,54.3148,107.3158,164.1965,141.7504,65.4461,87.1109,64.8777,97.058,75.0977,75.0986,102.2252,89.1185,58.7928,85.9116,60.2561,58.6305,63.749,371.03,371.95,371.95,371.95
247,2016-11-25,9.9273,72.395,92.6406,88.549,77.9243,130.5524,145.9385,219.2788,77.1774,124.7555,86.935,77.9525,67.2515,54.4865,107.3707,165.8654,142.554,65.2292,88.0343,64.8141,97.0554,75.1391,75.5933,102.2434,89.9337,59.2857,86.3614,60.287,58.6303,63.6068,371.03,371.95,371.95,371.95
248,2016-11-28,12.8128,72.7361,94.298,90.4652,79.7774,130.7438,148.7117,224.7313,78.7376,124.9345,88.1119,78.87,68.2285,54.6469,107.39,170.6201,143.6236,65.4382,90.1864,66.3963,97.1011,69.283,76.5409,102.2684,90.735,59.9221,87.6182,60.336,58.6295,63.6509,371.84,366.78,366.78,366.78
249,2016-11-29,12.9063,73.0544,91.6511,90.5108,78.9196,132.4782,148.2709,220.4389,77.1574,125.5695,89.0715,78.0201,69.3428,54.6373,109.5914,168.9453,144.4079,64.4656,89.7876,65.5456,97.5869,71.6288,78.133,102.2644,92.3818,60.9726,89.7355,57.8029,58.6294,63.4663,366.73,367.65,367.65,367.65
250,2016-11-30,12.9091,73.0541,91.2392,89.2193,77.8713,132.9483,146.8965,219.7771,77.1577,125.2385,87.9707,77.0218,68.7383,54.3452,106.4589,168.5057,142.809,65.5972,89.2712,65.1059,97.0083,71.9389,78.0493,102.2656,93.0857,61.3618,90.0311,57.7964,58.6291,63.4757,367.53,372.54,372.54,372.54
251,2016-12-01,12.7962,72.7205,90.2752,89.5382,77.8466,132.6415,147.3976,220.9139,77.1568,125.6828,87.1134,77.3863,68.3717,57.2434,108.7016,167.1714,141.9471,65.3836,89.2983,64.8364,97.0347,71.8951,78.7698,102.2542,92.6842,61.1004,89.5448,57.7672,57.9633,62.9852,372.54,378.72,378.72,378.72
252,2016-12-02,12.6809,72.7161,89.2563,89.696,77.6312,132.5584,144.7804,219.6333,77.1477,125.998,87.55,76.9276,68.3025,54.6122,106.8597,160.5364,142.2712,65.5474,90.0035,64.679,97.0246,70.6829,79.874,102.2543,95.754,62.1312,91.9167,57.7662,57.9628,62.98,378.71,375.15,375.15,375.15
253,2016-12-05,17.8971,72.7386,90.0815,90.6427,77.8641,134.1057,145.6185,218.7386,77.184,125.0703,89.6064,77.3767,68.0438,54.8744,105.5069,163.2936,142.4301,64.4708,91.4085,65.2494,97.1018,73.7397,80.1258,102.2954,95.3995,62.8601,92.2702,57.8605,58.4709,64.2383,375.16,379.51,379.51,379.51
254,2016-12-06,12.6487,72.72,88.0088,90.1388,78.291,131.798,142.6834,217.8811,77.1507,124.3915,90.2591,75.6109,68.3159,54.691,106.8587,163.0139,140.5893,64.6081,89.5215,63.307,97.4102,73.939,80.1953,102.2601,94.2698,63.0084,90.568,57.778,57.7164,63.4415,379.5,383.13,383.13,383.13
255,2016-12-07,15.1762,71.7243,86.2754,88.8623,76.01,128.852,138.2417,212.6666,77.1562,125.8558,85.8919,73.8503,67.9053,54.6414,104.3033,150.4174,137.1438,64.408,89.5226,62.0521,97.5937,73.9571,80.2269,102.264,93.1579,64.0252,89.6172,57.7877,58.057,63.7143,383.06,389.17,389.17,389.17
256,2016-12-08,16.5039,71.7245,82.5512,86.8533,71.185,122.5009,131.3791,201.8693,77.1549,123.0211,83.8029,69.5656,67.2579,54.6197,103.3349,142.773,130.9304,63.3701,87.3586,62.4325,97.6257,79.3424,79.5567,102.2699,93.4638,63.7857,89.2363,57.802,57.7266,62.52,389.15,392.74,392.74,392.74
257,2016-12-09,17.1171,71.7254,84.4126,88.1718,71.2448,126.37,132.2227,204.9332,77.1537,123.0398,80.6497,71.0545,66.6945,54.6331,102.0255,150.9709,131.4683,60.4222,88.7469,62.7223,97.6306,78.8123,79.1704,102.2596,92.2829,63.7382,88.9124,57.7757,57.7284,61.7532,392.74,393.24,393.24,393.24
258,2016-12-12,16.5232,71.743,84.0042,87.6163,71.5521,125.3082,131.6421,205.0727,77.1869,121.7138,81.3971,70.3099,66.4354,54.6618,102.553,144.2085,131.0031,61.2167,88.47,62.3577,97.7034,70.708,78.6411,102.2786,91.0288,63.6793,88.2719,57.8182,57.1536,60.5461,393.23,389.65,389.65,389.65
259,2016-12-13,16.5192,71.7194,80.9797,85.8644,70.2293,121.5217,127.2553,201.9409,77.147,119.717,80.4476,69.666,65.8438,54.5939,100.8878,138.4957,127.282,60.8419,85.8703,61.5941,97.5025,71.8312,77.2499,102.2628,89.8808,63.0573,87.0366,57.785,54.7238,58.8926,389.61,390.47,390.47,390.47
260,2016-12-14,16.8746,71.7258,81.2439,86.3399,68.42,120.6853,127.6624,197.1599,77.158,118.983,78.9627,69.3873,65.6068,54.4522,100.3747,139.3745,126.9139,61.1023,86.0482,61.4777,97.1591,74.4629,76.7744,102.2602,89.0444,62.7265,85.914,57.7797,55.1761,58.2319,390.46,388.24,388.24,388.24
261,2016-12-15,16.0186,71.0658,82.5513,85.1229,68.9616,121.3881,128.0399,198.6331,77.1592,117.5081,79.0874,69.3524,66.0346,55.4233,101.115,140.3041,125.9367,61.1647,85.3025,62.0695,97.3515,74.4071,76.8696,102.2444,89.3416,63.3585,86.21,57.7404,51.3008,57.4863,388.28,392.18,392.18,392.18
262,2016-12-16,16.2421,71.058,82.8645,85.5136,69.5891,121.5562,128.0242,196.1732,77.1492,117.1181,79.5921,69.5186,66.2536,54.9793,100.8907,140.4054,125.1821,61.164,85.4644,61.5659,97.3759,73.7738,76.7761,102.2514,89.3745,63.2525,86.2185,57.7568,51.2967,51.3473,392.17,388.73,388.73,388.73
263,2016-12-19,14.5037,71.4087,82.6751,85.705,69.7329,121.4047,127.7182,192.8462,77.1818,115.9949,80.0582,70.8024,66.3959,54.702,100.4474,141.1551,125.502,59.9069,85.3747,61.91,97.4504,67.776,76.4959,102.3049,89.6817,63.3635,85.9256,56.5958,54.624,57.0846,388.69,389.11,389.11,389.11
264,2016-12-20,14.5054,71.3942,82.1456,85.6292,69.7643,120.761,127.4013,182.4328,77.1563,116.1668,79.5841,69.9348,65.4247,54.6231,101.1724,141.2076,124.9198,56.2613,85.2865,61.7723,97.2,67.7368,76.213,102.2889,89.1448,63.1411,85.838,56.555,54.7659,56.7549,389.16,393.48,393.48,393.48
265,2016-12-21,14.1897,71.3911,82.646,85.1015,69.8765,120.4814,127.0711,181.9846,77.1522,112.6128,79.5552,70.2386,65.7604,54.4344,100.3768,142.4522,125.4414,60.8476,84.1433,61.8824,97.3816,66.7865,74.9492,102.28,89.7606,63.7232,86.0187,56.5311,52.8468,57.5151,393.47,392.53,392.53,392.53
266,2016-12-22,14.6147,71.3923,82.522,85.1786,69.8799,120.4827,127.1135,180.7045,77.1529,111.728,80.0749,70.0674,65.8726,54.5174,100.7176,142.75,125.0221,61.0934,84.7156,62.0095,97.5139,66.8112,74.7203,102.2865,89.668,62.9983,86.0455,56.5433,52.1077,55.6814,392.51,391.49,391.49,391.49
267,2016-12-23,14.4342,71.3883,81.6646,83.5678,68.2958,118.5388,120.1471,166.1002,77.1502,113.6458,79.3139,68.9608,65.808,54.5024,100.6626,140.1923,121.662,61.1484,83.6761,60.4561,97.6255,66.7868,74.3641,102.2818,89.8253,63.0729,86.0477,56.532,52.1105,56.3276,391.34,392.04,392.04,392.04
268,2016-12-26,13.8838,71.0774,81.5433,83.4464,67.8464,118.4061,119.5801,166.2524,77.1801,112.9825,78.8633,68.7657,65.812,53.9626,99.4789,139.9838,121.8035,60.9548,83.5068,60.4282,97.2553,66.8589,75.2492,101.3057,89.5965,63.5622,86.3164,56.5893,51.9487,56.3425,392.11,392.51,392.51,392.51
269,2016-12-27,13.873,71.0854,81.7182,83.3717,67.0991,117.9213,119.8326,167.089,77.152,112.3005,78.8376,68.804,65.8003,53.8304,99.4649,139.8155,121.7392,60.9553,83.5565,60.5009,97.2319,66.7973,74.2341,101.1923,88.3094,63.2146,86.0414,56.6439,52.1172,56.609,392.11,392.51,392.51,392.51
270,2016-12-28,13.5342,73.4541,82.3083,82.6341,69.6644,118.2913,118.0064,165.0788,77.1554,113.17,79.0973,68.8982,64.1388,53.8683,103.7756,140.541,121.746,61.4896,83.5688,60.2364,95.6002,66.7777,74.0469,101.1595,89.7147,63.4187,85.6713,57.2734,51.9376,57.0367,392.38,388.46,388.46,388.46
271,2016-12-29,14.5991,71.0606,82.111,83.8677,68.434,118.5126,118.4425,169.0935,77.1522,114.2877,78.4433,69.1024,64.7642,54.2416,104.5334,139.7341,121.8165,60.8741,83.7201,61.023,97.2129,68.8252,74.4928,101.1654,90.0466,63.522,85.7455,62.4933,52.5866,55.8496,388.44,385.63,385.63,385.63
272,2016-12-30,14.2126,71.0624,81.8342,83.896,68.6902,118.0458,118.1342,164.9171,77.1536,114.6271,80.1423,69.0222,65.1742,55.0375,101.0582,139.4799,121.3005,60.5163,83.6682,60.8601,97.1935,67.4699,74.2205,101.1584,89.0459,63.5059,85.8315,62.4846,52.0585,55.8474,385.64,386.53,386.53,386.53
273,2017-01-02,14.2811,71.0754,81.8209,84.0769,68.786,118.1935,118.2795,165.0688,77.1792,114.9376,80.1588,69.0804,65.0478,53.9786,100.3914,139.6444,121.4507,60.794,83.8471,60.9919,97.2437,67.5225,75.3484,101.1843,89.4573,63.3468,86.3956,62.5357,51.7384,55.8745,386.58,390.31,390.31,390.31
274,2017-01-03,15.0555,71.0828,78.1637,82.0519,67.8714,115.2104,116.0917,160.9758,77.1534,115.4842,79.4161,65.6652,65.2493,54.3626,100.3786,133.9964,117.9467,61.0625,82.356,59.6852,97.214,67.4389,72.7865,100.9617,87.1174,62.073,84.2119,62.4699,52.3442,56.6144,386.58,390.31,390.31,390.31
275,2017-01-04,15.0627,70.7234,76.9249,80.6459,66.4329,113.4909,114.6585,159.9303,77.1462,115.136,77.9317,65.9681,63.9988,53.4629,103.1298,129.323,115.5695,59.7803,80.5714,59.6195,96.4093,68.0751,72.2231,101.5252,87.0424,62.2862,83.8846,67.6325,52.0114,55.3519,390.06,393.66,393.66,393.66
276,2017-01-05,14.9521,70.395,76.2649,80.7526,66.2648,113.1844,113.3059,158.5147,77.1499,120.6565,77.4332,65.8715,63.3458,52.9077,97.019,128.5432,115.9507,59.8985,79.5952,59.3184,95.717,64.9398,71.2374,101.6146,86.2815,62.4785,82.7992,66.8871,50.6508,55.4696,393.65,389.66,389.66,389.66
277,2017-01-06,14.9112,70.3949,77.0029,80.7024,66.5956,113.6176,115.3044,159.5024,77.1477,118.2071,76.8398,66.665,62.9238,53.4155,97.5304,129.5982,116.9229,58.6586,79.6678,60.7829,94.9529,64.6189,72.2268,101.759,88.3116,62.8117,83.6229,69.4003,51.2921,54.7887,389.65,391.15,391.15,391.15
278,2017-01-09,14.6892,70.7388,77.7385,80.9502,66.5393,114.5885,116.2717,160.1966,77.1775,122.3505,76.7096,67.5583,64.0258,52.5276,97.5458,131.7093,119.9149,58.195,80.3266,61.29,95.4853,64.5875,72.9226,101.7787,88.6839,63.5564,84.4675,69.4614,51.8181,54.7769,391.13,388.1,388.1,388.1
279,2017-01-10,14.9522,70.724,79.5937,83.795,67.8894,116.1447,117.9399,161.5103,77.1507,118.7727,78.7994,69.6634,63.1673,52.8404,97.5887,131.6961,122.2195,59.8058,82.998,62.038,95.4743,67.4466,73.9944,101.7787,89.8268,64.4257,85.5974,69.8499,52.653,55.0807,388.09,389.6,389.6,389.6
280,2017-01-11,14.3934,71.054,80.5611,86.854,68.0158,117.1642,119.4084,163.9618,77.1495,118.7263,79.3779,70.7991,63.9647,52.8869,97.9306,132.8099,120.7534,60.2919,86.6979,62.9341,96.519,67.6676,73.9705,101.7745,89.9946,64.6022,86.4872,70.0259,51.2903,54.4063,389.61,391.39,391.39,391.39
281,2017-01-12,14.3982,71.3863,80.5609,87.705,68.4039,118.2891,119.5336,164.9595,77.1523,118.7137,79.2879,71.4694,66.0484,53.0624,98.5011,133.771,119.0294,60.8973,87.467,63.2493,97.0648,67.6631,74.5373,101.7731,90.5772,64.8066,86.7301,69.9837,51.29,55.2655,391.35,388.5,388.5,388.5
282,2017-01-13,13.9465,71.716,76.8117,82.9107,68.3801,114.2742,116.6787,160.7779,77.1498,118.703,79.7445,68.1452,66.5871,53.2732,98.9569,126.582,114.8227,60.4328,82.968,62.0169,97.1677,67.681,73.3424,101.7781,90.0323,64.1623,86.5592,70.1069,51.2898,55.1722,388.51,390.63,390.63,390.63
283,2017-01-16,13.7245,71.0675,79.4878,82.3474,67.6187,114.0578,117.0933,159.3398,77.175,121.6395,76.8939,69.9815,65.5975,52.8199,97.1495,125.1098,111.8922,59.303,82.1442,62.1663,96.8017,67.703,73.4001,101.797,90.6377,63.7407,86.105,69.9527,50.622,54.9502,390.64,381.72,381.72,381.72
284,2017-01-17,13.4892,71.0531,79.2391,84.2765,67.2705,115.1142,117.1304,159.9883,77.1521,119.2819,80.6465,70.3687,65.8824,52.7218,97.7628,127.6492,112.6116,60.4466,83.6352,62.2844,96.4014,67.666,73.5336,101.7757,90.7251,64.314,86.3724,69.9134,50.6215,55.6844,390.64,381.72,381.72,381.72
285,2017-01-18,12.9723,70.7201,79.9908,83.8296,67.2684,114.5456,116.7062,158.7707,77.1492,118.9307,78.1641,70.218,64.5875,52.6942,97.4786,127.928,111.199,60.3914,83.2036,61.5077,95.4435,67.7124,73.5416,101.7968,90.8023,64.4259,86.5606,70.1965,53.0348,55.5884,381.78,384.73,384.73,384.73
286,2017-01-19,12.4401,70.7155,81.3123,83.5267,67.5758,115.3659,115.8391,155.3995,77.1443,118.787,80.4676,68.7291,63.9811,52.6755,97.0253,126.6852,110.8714,60.3672,82.4569,60.2973,95.355,67.6142,72.9737,101.7589,90.0938,64.258,86.443,70.8988,56.0442,55.9322,384.74,382.42,382.42,382.42
287,2017-01-20,13.5595,70.7157,81.5469,82.3203,66.0937,114.6485,113.358,153.7609,77.1438,118.7591,79.1849,67.9863,64.3072,52.6725,97.2494,125.6262,105.9302,57.0316,79.9904,59.9559,95.2292,67.6345,73.5418,101.7685,90.7193,64.1174,85.9774,69.9398,56.0536,55.9234,382.44,384.22,384.22,384.22
288,2017-01-23,13.054,70.068,81.0005,82.0968,65.6788,113.4497,113.1435,156.0672,78.7029,121.6611,79.4024,68.3739,63.4358,52.5422,96.8094,126.4884,106.2598,54.2365,79.8281,59.2036,95.0462,67.743,73.4577,101.8096,90.197,64.1719,85.7552,70.0331,53.4501,55.9714,384.18,381.98,381.98,381.98
289,2017-01-24,13.0524,70.3884,79.1437,78.9016,64.599,113.6406,112.1797,156.753,77.1956,119.2912,79.4767,67.1819,61.6291,53.654,97.4747,129.8688,103.4597,53.2142,78.0051,58.3771,94.9446,67.7098,73.7431,101.4489,90.0304,64.0629,85.5534,73.3954,53.1606,56.0617,381.99,386.62,386.62,386.62
290,2017-01-25,13.0293,70.0553,76.3926,77.239,60.4186,110.3448,106.6376,156.0204,77.1333,118.9386,77.0278,63.6694,60.4744,53.424,96.5664,127.2702,99.0112,51.4566,75.1901,55.5474,94.9361,67.3775,70.8827,101.3983,89.0337,62.4375,84.5779,74.0729,52.1181,56.352,386.62,392.98,392.98,392.98
291,2017-01-26,12.6858,69.0569,76.2468,79.9654,61.6163,110.4539,109.558,158.6849,77.1216,117.9358,74.6775,64.5679,58.9727,53.8038,95.9414,135.0239,99.2644,49.7486,77.5392,56.2109,96.5051,65.9107,69.8697,100.9506,87.4728,61.0502,83.3331,73.347,53.8207,56.6446,392.99,394.14,394.14,394.14
292,2017-01-27,13.3895,69.3898,76.645,82.9865,61.6696,111.8367,110.2896,160.4154,77.1285,117.6948,74.5909,65.7609,59.3337,54.1205,96.7941,139.8949,98.8612,48.4224,81.0551,56.3552,94.8074,65.9458,69.774,100.9185,87.6833,60.1604,82.7924,68.2123,52.951,56.3301,394.07,392.44,392.44,392.44
293,2017-01-30,13.7376,69.7384,77.8451,84.5718,62.9326,115.5777,112.8255,161.1485,78.6502,117.3653,74.5473,66.5397,59.863,55.401,97.4605,143.562,102.7998,48.2384,83.9194,56.8631,93.6244,66.0094,70.5532,100.9347,87.2081,60.4435,83.2257,67.0402,52.9501,56.4941,392.42,389.67,389.67,389.67
