AMROBK,BACR-Bank,BNP,BYLAN,CMZB,CSGAG,DB,DZBK,ERGBA,HSBC,HSBC-HSBCBank,INTNED,LBW,NDB,SANPAO,SANTNDR,SEB,SOCGEN,UBS,UCBAG,BACF-BankNA,C,CRDSUI-USAInc,GS,JPM,MWD,RY,MIZUHBA,NOMURA
0.018816671695400376,0.034880718900462473,0.0013943153978279881,0.0014783261619468965,0.0051259812424986504,-0.0013075246440650526,-0.006065067552296444,0.008938562153531298,-0.008630599537525525,0.08806059856784824,0.008809634497354425,0.013425043755845197,0.013797746250552904,-8.400235632225581e-05,-0.0026045232071770313,0.00839400170927594,0.002142852999999459,-0.0007359437596172118,-0.009829457516906247,0.12696734850943184,0.0026589154333092136,-0.0030864882123457196,0.003879577219121412,0.008194701836474187,-0.009901417465813224,-7.042880683268268e-05,-0.00015697667149599596,-0.0001556523495165529,0.00011926340236622614
0.00694234653854133,0.008325477323880533,0.004443018459730364,0.0031843743782738855,0.011031830498674752,0.003495633325209282,0.03420733171737385,0.000490284804758101,-9.305957346175561e-05,0.0019926817971171844,0.017156579453480043,0.039664113646797644,0.0013476589815238898,0.00029329578791324035,-0.0028390162207546834,0.00567523992967441,0.008808476400516914,-0.00524152430176045,0.020974511250869486,0.021953786852619648,0.01949842833826597,0.03299602167006514,-0.008622270389891277,0.04060236541829141,0.03202119989503128,0.023925155456392053,3.244386557409316e-05,0.010039554117341294,-0.008974244616684102
0.00023366136977305646,-0.04166182420801516,-0.052609364158522534,0.0026145819477051907,-0.026980834022502256,-0.026013474593733352,-0.02847087248349191,0.0003968940671667191,-0.0013954776572659938,-0.010692232570719254,-0.03839915064971041,-0.008440470115491344,0.0005736169080028645,-9.967796795333944e-06,-0.03231638939746788,-0.030803560010291293,0.0007291000722746729,-0.05208200299045694,-0.047459360727806155,0.0038593187893162,-0.002003741450366424,-0.009047873702907624,-0.0016088527194735903,-0.03546415765995521,-0.015823552506095226,-0.008609162058556755,0.0003955211985002017,0.00044707018230886553,0.003647552713502034
0.00445986552839188,0.011469030422069988,0.01872690893772668,-0.011758570287379765,0.014350714016324238,-0.0010951717174686564,0.01193072438349877,-0.0003811605113041173,0.005112570967276513,0.01591003336597447,0.010414899795064022,0.011249315974116186,-0.0005334827409634531,0.0009229973125337488,0.007441305686378442,0.01816151544976664,0.014243344955247273,0.017736709484954483,0.016898350510695933,0.0008926787357086457,-8.009393048992084e-05,-0.00557507825850849,0.0004038893037757516,0.006219298665755459,-0.005724425853939043,0.005752406041583079,-0.0003567992529372844,0.024161582798901363,0.056279879273302545
-0.0023635546856962822,-0.022001213989779826,-0.022571511596381072,-0.017801457052317376,-0.0209516662621095,-0.016544915777743655,-0.018679028612936837,-0.0004963313949173186,-0.0003774649830129337,-0.03811348593218389,-0.017997751300475477,-0.01771011237296584,-0.0013669545745757783,-0.0007538252951361992,-0.004408143777035828,-0.010893679673679026,-0.13160576409375235,-0.013479153358332052,-0.01624234037082025,-0.15322310619448176,-0.025613892740401215,-0.023294057867484994,-0.0001990568969342721,-0.02512323620050974,-0.026175709151464437,-0.02114849394360583,-0.0003181923352961446,0.0005212058825732864,0.014432847376604552
-0.0023327708831000107,-0.013305098333845213,-0.0079876702947948,0.0035708203512060496,-0.011137878713602887,0.0015877479206141774,-0.01196584246408301,0.00044670933947683195,-0.0001826253706501256,-0.0004810870463782908,-0.003592497082700759,-0.015958386700169275,0.0012614131282776837,0.00011739665736109545,-0.003381705608563205,-0.017231829828074745,0.0010535919084946148,-0.004619927634001838,-0.001976428119637205,0.1261417140027679,0.00013456778455645313,-0.0061309910713025625,0.00019905689693428658,0.007855362447112355,-0.0023486477415356364,0.004069180693830461,8.06043441991484e-05,0.022222541167577742,0.012874896446582854
-5.457564290412705e-05,-0.030370802512921756,0.0033442914574498377,0.0005408083901566298,-0.0019613568156994776,-0.010048500370643481,-0.010401017540173623,-4.84141345160405e-05,-0.010836559111790184,-0.013061888782114322,-0.010652256179819092,0.01591264627706218,-0.005059710029086825,-0.0008634751790391748,0.0020777530938619684,0.015553659123951555,0.0969101628683237,-0.016487232684678783,0.0031012185133623624,0.022189058287955882,-0.012192650447584375,-0.019562635794898545,-7.699673422978422e-05,-0.022638587784132958,-0.0215300642545065,-0.020217372270673103,-0.0002512557566489872,-0.022183122931464853,-5.201855397767319e-06
0.00023647294418955932,0.039501262642681764,0.03693175469451607,0.02069914575235288,0.029524812620938777,0.04444206693746603,0.047254852109701394,0.00043443299614914804,0.01148429369368424,0.008063160173578658,0.022051780370539297,-0.00264469508948818,-0.00023310963879440155,0.0005216830930016162,0.0446156043226145,0.057647668794566065,0.006413845769901134,0.04231797165939627,0.06426962059191645,0.003951117180755088,-0.006769445297913201,0.012236465595587658,0.0004479723593258307,0.010287250901801957,-0.00464136522551653,0.0062179238268370175,0.0011667580991468536,0.000683412978567458,-0.009425329618471007
0.009011341096556387,-0.04279496992949155,-0.018574121435581854,0.008678927620154472,-0.01962236838031844,-0.021504374543047853,-0.022489201962677986,-0.0008775312041294265,-0.002366916500840349,-0.00323243157382793,-0.03502136936033589,0.006919014419923146,-0.0021753189270057277,-0.0006129508292357025,-0.02773563952492213,-0.012006686980716733,-0.11137309162854778,-0.02360111850291068,-0.02634919240390684,-0.0050140248302967825,-0.03323146135156829,-0.016768802598458345,-0.0004365043848730845,-0.009856778172385856,-0.009008360302539958,-0.01261609128186568,-0.0012264406195679495,-0.019235293818013623,-0.006930245002028738
0.0197190512801422,-0.0034656843264630824,0.05003783166728633,0.0005532354484146484,0.028145793629508385,0.015674179582481015,0.041924878626197606,0.00046609521413428396,-0.0018748806440888751,0.011681588652805563,0.018512031535402537,0.021912788830556633,0.0012109230014052616,0.001249130826997761,0.03590387736042746,0.030674894477962757,0.13903171946315274,0.03441018077296994,0.04199713179548649,-0.1658536755183446,0.03910489840848716,0.044205346805276546,-0.00010977029348360344,0.02997939269872965,0.042416033470572476,0.0392404933071909,0.00014658227741810853,-0.0006213492012845832,-0.00046859539127059197
-4.350361828448477e-05,-0.05581112878222269,0.007325253219425542,0.0037171711930867333,-0.020075717390017424,-0.017878089444926096,-0.025907793692248562,-4.357372311529369e-05,-0.0007931582155129879,-0.014853271818087141,-0.03963056188059426,0.0009108921194001355,-9.574273933274104e-05,-0.0006121514365911977,-0.015407596682315408,-0.014806236665717853,-0.004264596394926326,0.0012259967168611174,-0.01978637966618438,0.012488746114189,-0.0005454747454943957,-0.000866485106200467,-0.06214487830998843,-0.005426056036587748,-0.0004690319045262542,-0.008147290325053874,-0.0004115319045041506,0.0069234390592201895,-0.014201729803674578
1.2235583933321891e-05,-0.06991812175402354,-0.006731225713354898,0.0010266499143239494,-0.009226748768954888,-0.012429518655558212,-0.011289215838901166,4.599442984064228e-05,-0.0002985068129042662,-0.023978351038789196,-0.052868175934280975,-0.0025407858466454662,-0.000797713761855527,0.00043936910456356104,-0.02122359941237436,-0.01637782182202837,-0.01578764799144886,-0.008812109711207772,-0.014743405221762122,0.12946967656477293,0.007881606893052765,0.00018632101410360861,0.00036345460072108315,-0.001990639657827009,0.006551621192305543,0.005711269735120834,0.0006418320808642751,-0.008118267141745484,-0.05029468281431051
0.00017807877518001891,0.006652689493390046,-0.006941189506814546,-0.004144119239080972,-0.012271070084691763,-0.006986810906510781,-0.012048995471510834,0.00037997829498433654,-0.007073684660514513,-0.022688755198711,0.004872876040191929,-0.04492790552089887,0.001081923235123909,9.657248022646764e-05,-0.0069221932559088515,-0.005619806129452643,-0.1323773465489196,-0.010659019757567355,-0.0022516678129173733,0.016502714794393157,-0.009267146408999772,0.0009670232176186836,0.06227857044945631,6.596086198336825e-05,-0.005614533823297743,-0.000619680849086163,0.0007345124925306531,0.014333798831536624,0.01277519467211567
-0.009277710349121225,0.011403356882952735,-0.0017480025770890278,-0.001950702481104201,0.010014251070445106,0.0031085135472559908,0.012599748369060308,-0.000813378178527721,-0.0020723737629616576,0.016416132632263356,0.006873592453904353,-0.009763556821105936,-0.0015986064995662415,0.0009003890704603624,-0.002584091923670203,0.013649817399448476,-3.263904641795456e-06,0.003985831496411924,0.002704565662111698,0.004899540977844229,-0.0009602524000397001,0.01475746876622064,-0.0002882658617368462,0.024092592814704477,0.01719810335418926,0.01569569711874828,-0.0009061857735764072,-0.01850109616087637,-0.010768456773036613
-0.019893343318131886,-0.04109381503281191,-0.02774225142554852,-0.010021834303417616,-0.03261361161322282,-0.010588465535168038,-0.024337796593442314,0.00042250665713291266,0.007453077765323453,-0.0414097493096255,-0.03342878334487076,0.021891993230419855,0.00045229962175826063,0.0006794279972316985,-0.038466979198149336,-0.038147384542052555,0.0588619017178505,-0.02879473750448424,-0.017404423773151132,0.00784285652243035,-0.03996560404620392,-0.038756260604249027,0.0009201944846567431,-0.03631264713608833,-0.02450089101099185,-0.03137800575637273,-9.212952160926247e-05,-0.006437414067414819,-0.12978927632993467
-0.014073921157298237,-0.004102568450597892,-0.012228724501725623,-0.030459281421859233,-0.021569781127593942,-0.00694425969741865,-0.024001866548966827,-0.009471032229611032,7.147941979275162e-05,-0.00952906857595196,-0.024823423169539664,-0.0476214811687701,-0.001465473971404449,-0.00040160694053226653,-0.035680720655227524,-0.034145550704362905,-0.055258517287560274,-0.006972001162958684,-3.551959919306964e-05,-0.005472800557870237,-0.020674671837428264,-0.034824690324839036,-0.0024858147735702853,-0.0282457267312036,-0.03444208670832022,-0.028827729295174884,0.0001790166338451035,-0.028436347140909896,0.08106302482935276
-0.011780000806118147,0.011597520162096846,0.017217543038752274,-0.012343521270609935,0.012781753316524144,0.014466844642105205,0.017795420054162275,0.006475738694774124,-0.002741756732885519,-0.053378033358819146,0.01523560083926159,0.0012287657441794574,0.0020043719381309263,0.00047688599056106235,0.011432379876398729,4.616342265414963e-05,0.002538346534017329,0.00952237567076554,0.01583519934014304,0.006056845287848645,-0.008422689704462694,0.015397222480018086,-0.0023226124214622956,0.020682876028339646,0.01449953063651378,0.012627283365675026,0.00027003463515268636,-0.013289253978096792,0.001403809184901508
